Reporting_Date,ZIPCode,ReasonCC_Emp,AvgFamilySize,AvgMonthlyIncome,SingleParent,FamilyHomeless,PrimLang_1
2024-03-31,78750,18.0,3.0,2601.0,22.0,2.5,20.0
2021-01-31,78751,5.0,3.0,1626.0,8.0,2.5,9.0
2021-02-28,78751,5.0,3.0,1626.0,8.0,2.5,9.0
2021-03-31,78751,5.0,3.0,1829.0,7.0,2.5,8.0
2021-04-30,78751,6.0,3.0,1992.0,8.0,2.5,9.0
2021-05-31,78751,6.0,3.0,1992.0,8.0,2.5,9.0
2021-06-30,78751,7.0,3.0,2115.0,9.0,2.5,10.0
2021-07-31,78751,5.865853658536585,2.747967479674797,2018.9756097560976,8.495934959349594,2.5,9.24390243902439
2021-08-31,78751,4.7317073170731705,2.4959349593495936,1922.9512195121952,7.991869918699187,2.5,8.487804878048781
2021-09-30,78751,3.6341463414634143,2.252032520325203,1830.0243902439024,7.504065040650406,2.5,7.7560975609756095
2021-10-31,78751,2.5,2.0,1734.0,7.0,2.5,7.0
2021-11-30,78751,2.5,2.0,1454.0,6.0,2.5,6.0
2021-12-31,78751,2.5,2.0,1512.0,7.0,2.5,7.0
2022-01-31,78751,2.5,2.0,1427.0,5.0,2.5,5.0
2022-02-28,78751,2.5,2.0,1427.0,5.0,2.5,5.0
2022-03-31,78751,2.5,2.0,1427.0,5.0,2.5,5.0
2022-04-30,78751,2.5,2.0,1427.0,5.0,2.5,5.0
2022-05-31,78751,2.5,3.0,1379.0,7.0,2.5,7.0
2022-06-30,78751,6.0,3.0,1733.0,9.0,2.5,9.0
2022-07-31,78751,5.0,3.0,1763.0,8.0,2.5,8.0
2022-08-31,78751,5.0,3.0,1718.0,8.0,2.5,8.0
2022-09-30,78751,5.0,3.0,1824.0,8.0,2.5,8.0
2022-10-31,78751,6.260162601626016,3.0,1995.8861788617887,8.75609756097561,2.5,8.75609756097561
2022-11-30,78751,7.479674796747968,3.0,2162.2276422764226,9.487804878048781,2.5,9.487804878048781
2022-12-31,78751,8.739837398373984,3.0,2334.1138211382113,10.24390243902439,2.5,10.24390243902439
2023-01-31,78751,10.0,3.0,2506.0,11.0,2.5,11.0
2023-02-28,78751,9.0,3.0,2607.0,10.0,2.5,10.0
2023-03-31,78751,9.0,3.0,2607.0,10.0,2.5,10.0
2023-04-30,78751,11.0,3.0,2230.0,12.0,2.5,13.0
2023-05-31,78751,10.0,3.0,2335.0,12.0,2.5,12.0
2023-06-30,78751,9.0,3.0,2530.0,11.0,2.5,11.0
2023-07-31,78751,7.0,3.0,2656.0,9.0,2.5,9.0
2023-08-31,78751,7.0,3.0,2656.0,9.0,2.5,9.0
2023-09-30,78751,7.0,3.0,2516.0,8.0,2.5,8.0
2023-10-31,78751,7.0,3.0,2211.0,9.0,2.5,10.0
2023-11-30,78751,6.0,3.0,1792.0,9.0,2.5,10.0
2023-12-31,78751,2.5,3.0,1413.0,8.0,2.5,8.0
2024-01-31,78751,2.5,3.0,1952.0,7.0,2.5,7.0
2024-02-29,78751,2.5,3.0,1383.0,7.0,2.5,7.0
2024-03-31,78751,2.5,3.0,1383.0,7.0,2.5,7.0
2021-01-31,78752,21.0,3.0,1922.0,27.0,2.5,25.0
2021-02-28,78752,24.0,3.0,1865.0,31.0,2.5,29.0
2021-03-31,78752,24.0,3.0,1752.0,33.0,2.5,30.0
2021-04-30,78752,26.0,3.0,1931.0,33.0,2.5,31.0
2021-05-31,78752,28.0,3.0,1995.0,35.0,2.5,33.0
2021-06-30,78752,29.0,3.0,1794.0,41.0,2.5,37.0
2021-07-31,78752,28.747967479674795,3.0,1843.1463414634147,39.739837398373986,2.5,35.99186991869919
2021-08-31,78752,28.495934959349594,3.0,1892.2926829268292,38.479674796747965,2.5,34.983739837398375
2021-09-30,78752,28.2520325203252,3.0,1939.8536585365853,37.260162601626014,2.5,34.00813008130081
2021-10-31,78752,28.0,3.0,1989.0,36.0,2.5,33.0
2021-11-30,78752,28.0,3.0,1938.0,38.0,2.5,34.0
2021-12-31,78752,27.0,3.0,1986.0,39.0,2.5,34.0
2022-01-31,78752,26.0,3.0,2069.0,35.0,2.5,31.0
2022-02-28,78752,26.0,3.0,2109.0,35.0,2.5,31.0
2022-03-31,78752,26.0,3.0,2138.0,35.0,2.5,31.0
2022-04-30,78752,26.0,3.0,2160.0,35.0,2.5,31.0
2022-05-31,78752,28.0,3.0,2119.0,37.0,2.5,33.0
2022-06-30,78752,26.0,3.0,2096.0,35.0,2.5,30.0
2022-07-31,78752,24.0,3.0,2057.0,32.0,2.5,28.0
2022-08-31,78752,25.0,3.0,2065.0,33.0,2.5,29.0
2022-09-30,78752,25.0,3.0,2063.0,31.0,2.5,28.0
2022-10-31,78752,27.016260162601625,3.0,2131.8048780487807,31.75609756097561,2.5,29.764227642276424
2022-11-30,78752,28.96747967479675,3.0,2198.390243902439,32.48780487804878,2.5,31.471544715447155
2022-12-31,78752,30.983739837398375,3.0,2267.1951219512193,33.24390243902439,2.5,33.235772357723576
2023-01-31,78752,33.0,3.0,2336.0,34.0,2.5,35.0
2023-02-28,78752,30.0,3.0,2369.0,31.0,2.5,32.0
2023-03-31,78752,32.0,3.0,2457.0,31.0,2.5,34.0
2023-04-30,78752,37.0,3.0,2817.0,34.0,2.5,40.0
2023-05-31,78752,36.0,3.0,3016.0,36.0,2.5,41.0
2023-06-30,78752,36.0,3.0,2987.0,36.0,2.5,41.0
2023-07-31,78752,30.0,3.0,3134.0,29.0,2.5,33.0
2023-08-31,78752,30.0,3.0,3105.0,30.0,2.5,35.0
2023-09-30,78752,29.0,3.0,2741.0,31.0,2.5,35.0
2023-10-31,78752,24.0,3.0,2641.0,25.0,2.5,28.0
2023-11-30,78752,25.0,3.0,2686.0,25.0,2.5,28.0
2023-12-31,78752,24.0,3.0,2703.0,25.0,2.5,29.0
2024-01-31,78752,24.0,3.0,2589.0,25.0,2.5,29.0
2024-02-29,78752,23.0,3.0,2804.0,23.0,2.5,27.0
2024-03-31,78752,22.0,3.0,2662.0,24.0,2.5,28.0
2021-01-31,78753,99.0,3.0,2117.0,121.0,9.0,121.0
2021-02-28,78753,102.0,3.0,2208.0,119.0,8.0,119.0
2021-03-31,78753,106.0,3.0,2238.0,125.0,8.0,126.0
2021-04-30,78753,114.0,3.0,2272.0,132.0,8.0,133.0
2021-05-31,78753,118.0,3.0,2301.0,135.0,8.0,137.0
2021-06-30,78753,121.0,3.0,2333.0,138.0,8.0,140.0
2021-07-31,78753,117.21951219512195,3.0,2341.317073170732,134.47154471544715,7.495934959349594,136.47154471544715
2021-08-31,78753,113.4390243902439,3.0,2349.6341463414633,130.9430894308943,6.991869918699187,132.9430894308943
2021-09-30,78753,109.78048780487805,3.0,2357.682926829268,127.52845528455285,6.504065040650406,129.52845528455285
2021-10-31,78753,106.0,3.0,2366.0,124.0,6.0,126.0
2021-11-30,78753,105.0,3.0,2360.0,123.0,6.0,124.0
2021-12-31,78753,101.0,3.0,2372.0,121.0,5.0,120.0
2022-01-31,78753,91.0,3.0,2292.0,112.0,8.0,110.0
2022-02-28,78753,88.0,3.0,2286.0,110.0,8.0,107.0
2022-03-31,78753,92.0,3.0,2301.0,121.0,9.0,117.0
2022-04-30,78753,94.0,3.0,2367.0,120.0,10.0,116.0
2022-05-31,78753,101.0,3.0,2371.0,130.0,10.0,125.0
2022-06-30,78753,107.0,3.0,2390.0,132.0,11.0,129.0
2022-07-31,78753,102.0,3.0,2359.0,125.0,9.0,121.0
2022-08-31,78753,115.0,3.0,2391.0,139.0,11.0,135.0
2022-09-30,78753,111.0,3.0,2409.0,135.0,12.0,132.0
2022-10-31,78753,113.52032520325203,3.0,2416.0569105691056,138.27642276422765,15.024390243902438,136.28455284552845
2022-11-30,78753,115.95934959349593,3.0,2422.8861788617887,141.4471544715447,17.951219512195124,140.4308943089431
2022-12-31,78753,118.47967479674797,3.0,2429.9430894308944,144.72357723577235,20.975609756097562,144.71544715447155
2023-01-31,78753,121.0,3.0,2437.0,148.0,24.0,149.0
2023-02-28,78753,126.0,3.0,2410.0,154.0,24.0,156.0
2023-03-31,78753,134.0,3.0,2441.0,154.0,23.0,158.0
2023-04-30,78753,138.0,3.0,2313.0,165.0,31.0,166.0
2023-05-31,78753,136.0,3.0,2246.0,169.0,33.0,168.0
2023-06-30,78753,129.0,3.0,2326.0,161.0,33.0,161.0
2023-07-31,78753,121.0,3.0,2207.0,158.0,32.0,154.0
2023-08-31,78753,127.0,3.0,2182.0,167.0,33.0,162.0
2023-09-30,78753,121.0,3.0,2250.0,157.0,31.0,151.0
2023-10-31,78753,118.0,3.0,2227.0,153.0,29.0,149.0
2023-11-30,78753,116.0,3.0,2165.0,152.0,29.0,146.0
2023-12-31,78753,117.0,3.0,2150.0,156.0,29.0,150.0
2024-01-31,78753,124.0,3.0,2214.0,158.0,27.0,152.0
2024-02-29,78753,122.0,3.0,2164.0,157.0,27.0,150.0
2024-03-31,78753,115.0,3.0,2125.0,151.0,26.0,146.0
2021-01-31,78754,43.0,3.0,2381.0,52.0,2.5,50.0
2021-02-28,78754,41.0,3.0,2326.0,51.0,2.5,48.0
2021-03-31,78754,44.0,3.0,2347.0,55.0,2.5,53.0
2021-04-30,78754,44.0,3.0,2487.0,52.0,2.5,53.0
2021-05-31,78754,46.0,3.0,2442.0,54.0,2.5,54.0
2021-06-30,78754,44.0,3.0,2398.0,50.0,2.5,51.0
2021-07-31,78754,45.260162601626014,3.0,2406.0650406504064,51.764227642276424,2.5,52.764227642276424
2021-08-31,78754,46.520325203252035,3.0,2414.130081300813,53.52845528455285,2.5,54.52845528455285
2021-09-30,78754,47.739837398373986,3.0,2421.9349593495936,55.235772357723576,2.5,56.235772357723576
2021-10-31,78754,49.0,3.0,2430.0,57.0,2.5,58.0
2021-11-30,78754,48.0,3.0,2420.0,55.0,2.5,57.0
2021-12-31,78754,49.0,3.0,2386.0,56.0,2.5,59.0
2022-01-31,78754,46.0,4.0,2346.0,53.0,2.5,59.0
2022-02-28,78754,45.0,4.0,2351.0,53.0,2.5,59.0
2022-03-31,78754,47.0,4.0,2389.0,57.0,2.5,61.0
2022-04-30,78754,47.0,4.0,2484.0,57.0,2.5,61.0
2022-05-31,78754,49.0,4.0,2441.0,60.0,2.5,63.0
2022-06-30,78754,52.0,3.0,2418.0,64.0,2.5,66.0
2022-07-31,78754,53.0,3.0,2377.0,67.0,2.5,69.0
2022-08-31,78754,56.0,3.0,2525.0,69.0,2.5,71.0
2022-09-30,78754,52.0,4.0,2554.0,63.0,2.5,65.0
2022-10-31,78754,54.77235772357724,3.747967479674797,2544.6747967479673,66.02439024390245,3.886178861788618,67.26829268292683
2022-11-30,78754,57.45528455284553,3.5040650406504064,2535.650406504065,68.95121951219512,5.227642276422765,69.46341463414635
2022-12-31,78754,60.22764227642276,3.252032520325203,2526.3252032520327,71.97560975609755,6.6138211382113825,71.73170731707317
2023-01-31,78754,63.0,3.0,2517.0,75.0,8.0,74.0
2023-02-28,78754,63.0,3.0,2359.0,78.0,10.0,76.0
2023-03-31,78754,64.0,3.0,2427.0,75.0,9.0,75.0
2023-04-30,78754,61.0,3.0,2498.0,72.0,8.0,74.0
2023-05-31,78754,62.0,3.0,2604.0,73.0,7.0,75.0
2023-06-30,78754,60.0,3.0,2590.0,73.0,7.0,73.0
2023-07-31,78754,59.0,3.0,2608.0,72.0,8.0,73.0
2023-08-31,78754,60.0,3.0,2746.0,73.0,8.0,73.0
2023-09-30,78754,53.0,4.0,2870.0,66.0,8.0,66.0
2023-10-31,78754,58.0,4.0,2938.0,65.0,7.0,67.0
2023-11-30,78754,58.0,4.0,2814.0,66.0,7.0,67.0
2023-12-31,78754,56.0,4.0,2881.0,64.0,6.0,65.0
2024-01-31,78754,54.0,4.0,2807.0,60.0,7.0,61.0
2024-02-29,78754,56.0,4.0,2904.0,60.0,7.0,60.0
2024-03-31,78754,54.0,4.0,3001.0,59.0,7.0,59.0
2021-01-31,78757,9.0,3.0,1739.0,12.0,2.5,11.0
2021-02-28,78757,9.0,3.0,1605.0,13.0,2.5,12.0
2021-03-31,78757,11.0,3.0,1661.0,15.0,2.5,14.0
2021-04-30,78757,11.0,3.0,1663.0,15.0,2.5,14.0
2021-05-31,78757,14.0,3.0,1764.0,18.0,2.5,16.0
2021-06-30,78757,14.0,3.0,1764.0,18.0,2.5,16.0
2021-07-31,78757,14.504065040650406,3.0,1975.4552845528456,17.747967479674795,2.5,15.747967479674797
2021-08-31,78757,15.008130081300813,3.0,2186.910569105691,17.495934959349594,2.5,15.495934959349594
2021-09-30,78757,15.495934959349594,3.0,2391.5447154471544,17.2520325203252,2.5,15.252032520325203
2021-10-31,78757,16.0,3.0,2603.0,17.0,2.5,15.0
2021-11-30,78757,16.0,3.0,2459.0,18.0,2.5,16.0
2021-12-31,78757,16.0,3.0,2394.0,18.0,2.5,16.0
2022-01-31,78757,15.0,3.0,2417.0,17.0,2.5,15.0
2022-02-28,78757,16.0,3.0,2550.0,17.0,2.5,15.0
2022-03-31,78757,17.0,3.0,2158.0,20.0,2.5,19.0
2022-04-30,78757,16.0,3.0,2251.0,19.0,2.5,18.0
2022-05-31,78757,15.0,3.0,2058.0,19.0,2.5,18.0
2022-06-30,78757,15.0,3.0,2167.0,18.0,2.5,17.0
2022-07-31,78757,16.0,3.0,2288.0,18.0,2.5,17.0
2022-08-31,78757,18.0,3.0,2149.0,22.0,2.5,21.0
2022-09-30,78757,18.0,3.0,2200.0,22.0,2.5,21.0
2022-10-31,78757,16.991869918699187,3.0,2228.2276422764226,20.48780487804878,2.5,19.48780487804878
2022-11-30,78757,16.016260162601625,3.0,2255.5447154471544,19.024390243902438,2.5,18.024390243902438
2022-12-31,78757,15.008130081300813,3.0,2283.7723577235774,17.51219512195122,2.5,16.51219512195122
2023-01-31,78757,14.0,3.0,2312.0,16.0,2.5,15.0
2023-02-28,78757,15.0,3.0,2411.0,16.0,2.5,15.0
2023-03-31,78757,16.0,3.0,2411.0,16.0,2.5,15.0
2023-04-30,78757,19.0,3.0,2795.0,18.0,2.5,16.0
2023-05-31,78757,18.0,3.0,2666.0,17.0,2.5,15.0
2023-06-30,78757,19.0,3.0,2723.0,18.0,2.5,16.0
2023-07-31,78757,17.0,3.0,2848.0,18.0,2.5,15.0
2023-08-31,78757,16.0,3.0,2903.0,17.0,2.5,14.0
2023-09-30,78757,14.0,3.0,2662.0,15.0,2.5,13.0
2023-10-31,78757,13.0,3.0,2922.0,13.0,2.5,13.0
2023-11-30,78757,13.0,3.0,2922.0,13.0,2.5,13.0
2023-12-31,78757,12.0,3.0,2859.0,12.0,2.5,12.0
2024-01-31,78757,12.0,3.0,3352.0,11.0,2.5,12.0
2024-02-29,78757,12.0,3.0,3425.0,11.0,2.5,12.0
2024-03-31,78757,12.0,3.0,3425.0,11.0,2.5,12.0
2021-01-31,78758,49.0,3.0,2009.0,62.0,2.5,64.0
2021-02-28,78758,55.0,3.0,2030.0,69.0,2.5,69.0
2021-03-31,78758,61.0,3.0,1950.0,78.0,2.5,77.0
2021-04-30,78758,60.0,3.0,1930.0,80.0,5.0,80.0
2021-05-31,78758,60.0,3.0,1914.0,80.0,5.0,79.0
2021-06-30,78758,62.0,3.0,1934.0,84.0,5.0,82.0
2021-07-31,78758,60.48780487804878,3.0,1939.040650406504,81.22764227642277,4.369918699186992,79.98373983739837
2021-08-31,78758,58.97560975609756,3.0,1944.081300813008,78.45528455284553,3.7398373983739837,77.96747967479675
2021-09-30,78758,57.51219512195122,3.0,1948.959349593496,75.77235772357723,3.130081300813008,76.01626016260163
2021-10-31,78758,56.0,3.0,1954.0,73.0,2.5,74.0
2021-11-30,78758,55.0,3.0,1961.0,72.0,2.5,73.0
2021-12-31,78758,55.0,3.0,2030.0,72.0,2.5,73.0
2022-01-31,78758,56.0,3.0,1912.0,75.0,5.0,74.0
2022-02-28,78758,55.0,3.0,1901.0,75.0,5.0,73.0
2022-03-31,78758,57.0,3.0,1946.0,77.0,6.0,75.0
2022-04-30,78758,59.0,3.0,2106.0,74.0,6.0,72.0
2022-05-31,78758,62.0,3.0,2121.0,77.0,6.0,74.0
2022-06-30,78758,66.0,3.0,2177.0,78.0,6.0,76.0
2022-07-31,78758,61.0,3.0,2180.0,72.0,6.0,69.0
2022-08-31,78758,61.0,3.0,2217.0,74.0,6.0,70.0
2022-09-30,78758,60.0,3.0,2236.0,73.0,5.0,69.0
2022-10-31,78758,61.260162601626014,3.0,2196.682926829268,75.52032520325203,7.016260162601626,70.76422764227642
2022-11-30,78758,62.479674796747965,3.0,2158.6341463414633,77.95934959349593,8.96747967479675,72.47154471544715
2022-12-31,78758,63.739837398373986,3.0,2119.317073170732,80.47967479674797,10.983739837398375,74.23577235772358
2023-01-31,78758,65.0,3.0,2080.0,83.0,13.0,76.0
2023-02-28,78758,68.0,3.0,2033.0,87.0,13.0,77.0
2023-03-31,78758,72.0,3.0,2182.0,94.0,13.0,83.0
2023-04-30,78758,66.0,3.0,2113.0,86.0,13.0,74.0
2023-05-31,78758,68.0,3.0,2097.0,89.0,13.0,75.0
2023-06-30,78758,61.0,3.0,2057.0,83.0,15.0,72.0
2023-07-31,78758,63.0,3.0,2239.0,80.0,12.0,70.0
2023-08-31,78758,68.0,3.0,2244.0,86.0,13.0,74.0
2023-09-30,78758,62.0,3.0,2117.0,81.0,13.0,69.0
2023-10-31,78758,63.0,3.0,2211.0,72.0,8.0,63.0
2023-11-30,78758,62.0,3.0,2315.0,70.0,8.0,61.0
2023-12-31,78758,62.0,3.0,2340.0,71.0,8.0,62.0
2024-01-31,78758,51.0,3.0,2453.0,61.0,9.0,52.0
2024-02-29,78758,50.0,3.0,2476.0,59.0,9.0,51.0
2024-03-31,78758,51.0,3.0,2658.0,59.0,8.0,52.0
2021-01-31,78759,25.0,3.0,2572.0,27.0,2.5,28.0
2021-02-28,78759,24.0,3.0,2558.0,27.0,2.5,27.0
2021-03-31,78759,26.0,3.0,2587.0,29.0,2.5,29.0
2021-04-30,78759,25.0,3.0,2447.0,29.0,2.5,29.0
2021-05-31,78759,27.0,3.0,2453.0,31.0,2.5,31.0
2021-06-30,78759,30.0,3.0,2475.0,34.0,2.5,34.0
2021-07-31,78759,30.0,3.0,2589.9268292682927,32.739837398373986,2.5,32.99186991869919
2021-08-31,78759,30.0,3.0,2704.8536585365855,31.479674796747968,2.5,31.983739837398375
2021-09-30,78759,30.0,3.0,2816.0731707317073,30.260162601626014,2.5,31.008130081300813
2021-10-31,78759,30.0,3.0,2931.0,29.0,2.5,30.0
2021-11-30,78759,29.0,3.0,3143.0,27.0,2.5,29.0
2021-12-31,78759,29.0,3.0,3145.0,27.0,2.5,29.0
2022-01-31,78759,29.0,3.0,3021.0,27.0,2.5,29.0
2022-02-28,78759,26.0,3.0,2885.0,26.0,2.5,28.0
2022-03-31,78759,25.0,3.0,2882.0,25.0,2.5,28.0
2022-04-30,78759,24.0,3.0,2832.0,24.0,2.5,27.0
2022-05-31,78759,26.0,3.0,2916.0,26.0,2.5,29.0
2022-06-30,78759,26.0,3.0,2969.0,25.0,2.5,29.0
2022-07-31,78759,24.0,3.0,2892.0,24.0,2.5,28.0
2022-08-31,78759,25.0,3.0,2892.0,25.0,2.5,28.0
2022-09-30,78759,23.0,3.0,2806.0,24.0,2.5,27.0
2022-10-31,78759,23.75609756097561,3.0,2780.79674796748,25.260162601626018,2.5,27.504065040650406
2022-11-30,78759,24.48780487804878,3.0,2756.4065040650407,26.479674796747968,2.5,27.991869918699187
2022-12-31,78759,25.24390243902439,3.0,2731.20325203252,27.739837398373986,2.5,28.495934959349594
2023-01-31,78759,26.0,3.0,2706.0,29.0,2.5,29.0
2023-02-28,78759,25.0,3.0,2765.0,28.0,2.5,28.0
2023-03-31,78759,28.0,3.0,2917.0,30.0,2.5,29.0
2023-04-30,78759,25.0,3.0,2956.0,29.0,5.0,30.0
2023-05-31,78759,28.0,3.0,2964.0,32.0,5.0,32.0
2023-06-30,78759,27.0,3.0,3050.0,29.0,2.5,28.0
2023-07-31,78759,24.0,3.0,2955.0,26.0,2.5,26.0
2023-08-31,78759,24.0,3.0,3003.0,27.0,2.5,26.0
2023-09-30,78759,23.0,3.0,2892.0,26.0,5.0,25.0
2023-10-31,78759,23.0,3.0,2729.0,27.0,6.0,26.0
2023-11-30,78759,23.0,3.0,2623.0,28.0,6.0,26.0
2023-12-31,78759,23.0,3.0,2570.0,26.0,6.0,25.0
2024-01-31,78759,26.0,3.0,2704.0,27.0,5.0,27.0
2024-02-29,78759,24.0,3.0,2731.0,26.0,5.0,26.0
2024-03-31,78759,23.0,3.0,2614.0,25.0,5.0,25.0
