ZIPCode,Reporting_Date,ChildEthnicityHispLatino,ChildRaceAmIndAlaNat,ChildRaceAsian,ChildRaceBlackAfriAmer,ChildRaceHawaiiPacific,ChildRaceWhite,ChildRaceMult,ChildMale,ChildFemale,ChildDisability,ChildAgeInfantToddler,ChildAgePrek,ChildAgeSchAge
79367,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75016,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75016,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75016,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76040,01/01/2021,15,*,*,34,*,43,*,51,58,*,26,44,39
76040,02/01/2021,14,*,*,33,*,42,*,49,54,*,21,44,38
76040,03/01/2021,14,*,*,31,*,43,*,48,56,*,18,44,42
77064,01/01/2021,43,*,*,95,*,44,*,74,99,*,38,73,63
77064,02/01/2021,40,*,*,94,*,42,*,72,98,*,35,73,63
77064,03/01/2021,40,*,*,95,*,44,*,75,96,*,37,74,63
77320,01/01/2021,6,*,*,35,*,27,*,40,35,*,19,35,22
77320,02/01/2021,5,*,*,32,*,26,*,38,32,*,17,32,22
77320,03/01/2021,6,*,*,33,*,23,*,36,33,*,18,29,23
75785,01/01/2021,9,*,*,11,*,31,16,31,28,*,18,22,19
75785,02/01/2021,9,*,*,8,*,33,16,30,28,*,19,22,17
75785,03/01/2021,10,*,*,9,*,35,15,30,31,*,18,24,19
77065,01/01/2021,66,*,*,150,*,75,*,132,146,9,85,77,118
77065,02/01/2021,61,*,*,139,*,71,*,123,135,8,75,77,108
77065,03/01/2021,58,*,*,147,*,68,*,131,133,9,76,86,104
77833,01/01/2021,15,*,*,38,*,16,*,69,65,*,43,60,52
77833,02/01/2021,16,*,*,37,*,14,*,70,65,*,43,58,54
77833,03/01/2021,16,*,*,37,*,16,*,74,66,*,46,58,56
76554,01/01/2021,*,*,*,*,*,11,*,5,8,*,*,7,*
76554,02/01/2021,*,*,*,*,*,11,*,5,8,*,*,6,*
76554,03/01/2021,*,*,*,*,*,10,*,*,8,*,*,5,*
77066,01/01/2021,44,*,*,101,*,23,*,78,76,6,32,52,71
77066,02/01/2021,40,*,*,89,*,24,*,71,73,*,35,48,62
77066,03/01/2021,35,*,*,94,*,23,*,74,77,*,40,48,64
77578,01/01/2021,13,*,*,28,*,11,*,27,24,*,14,19,18
77578,02/01/2021,14,*,*,29,*,11,*,30,26,*,18,20,18
77578,03/01/2021,13,*,*,29,*,11,*,29,25,*,16,21,17
78602,01/01/2021,40,*,*,22,*,65,10,57,59,*,31,46,39
78602,02/01/2021,38,*,*,24,*,66,9,57,59,*,32,44,40
78602,03/01/2021,44,*,*,24,*,66,8,56,64,*,31,47,42
75019,01/01/2021,*,*,*,12,*,12,*,12,13,*,7,11,8
75019,02/01/2021,5,*,*,11,*,16,*,15,13,*,7,12,10
75019,03/01/2021,8,*,*,9,*,23,*,19,14,*,11,15,8
76043,01/01/2021,5,*,*,*,*,8,*,9,*,*,5,*,6
76043,02/01/2021,5,*,*,*,*,8,*,9,5,*,6,*,6
76043,03/01/2021,5,*,*,*,*,7,*,8,5,*,6,*,5
77067,01/01/2021,40,*,*,141,*,28,*,115,114,*,55,81,93
77067,02/01/2021,40,*,*,136,*,30,*,112,114,*,54,76,96
77067,03/01/2021,37,*,*,127,*,29,*,108,110,*,47,78,93
77835,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77835,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77835,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78603,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78603,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78603,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75020,01/01/2021,12,*,*,30,*,45,26,60,67,*,48,52,28
75020,02/01/2021,15,*,*,38,*,50,29,70,73,*,55,57,32
75020,03/01/2021,19,*,*,44,*,58,31,78,83,*,62,67,33
76044,01/01/2021,*,*,*,*,*,7,*,*,6,*,7,*,*
76044,02/01/2021,*,*,*,*,*,7,*,*,5,*,*,*,*
76044,03/01/2021,*,*,*,*,*,7,*,*,5,*,*,*,*
76556,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77068,01/01/2021,6,*,*,53,*,11,*,34,43,*,25,28,25
77068,02/01/2021,6,*,*,52,*,12,*,34,43,*,24,29,25
77068,03/01/2021,9,*,*,55,*,11,*,38,44,*,23,33,27
77836,01/01/2021,*,*,*,13,*,8,*,21,13,*,6,16,14
77836,02/01/2021,*,*,*,13,*,8,*,20,11,*,6,14,13
77836,03/01/2021,*,*,*,13,*,8,*,20,12,*,6,12,14
78860,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78860,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78860,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79372,01/01/2021,*,*,*,*,*,6,*,*,*,*,*,*,*
79372,02/01/2021,*,*,*,*,*,7,*,*,*,*,*,*,*
79372,03/01/2021,*,*,*,*,*,7,*,*,*,*,*,*,*
75021,01/01/2021,12,*,*,*,*,15,13,30,18,*,20,20,8
75021,02/01/2021,11,*,*,*,*,15,13,30,18,*,20,20,8
75021,03/01/2021,12,*,*,*,*,19,13,33,18,*,21,22,8
75789,01/01/2021,*,*,*,11,*,11,*,11,11,*,11,8,*
75789,02/01/2021,*,*,*,10,*,12,*,10,12,*,11,8,*
75789,03/01/2021,*,*,*,10,*,12,*,10,12,*,11,8,*
76301,01/01/2021,60,*,*,37,*,42,17,58,70,*,39,43,46
76301,02/01/2021,53,*,*,32,*,38,14,52,63,*,37,38,40
76301,03/01/2021,55,*,*,33,*,40,16,51,72,*,43,42,38
76557,01/01/2021,*,*,*,*,*,7,*,5,5,*,*,5,*
76557,02/01/2021,*,*,*,*,*,7,*,*,5,*,*,5,*
76557,03/01/2021,*,*,*,*,*,7,*,*,5,*,*,5,*
77069,01/01/2021,14,*,*,63,*,10,*,51,48,6,31,38,30
77069,02/01/2021,13,*,*,64,*,8,*,52,46,6,30,39,29
77069,03/01/2021,13,*,*,65,*,10,*,54,49,6,32,41,30
77581,01/01/2021,34,*,*,14,*,56,*,38,50,*,23,37,28
77581,02/01/2021,33,*,*,12,*,51,*,34,47,*,21,36,24
77581,03/01/2021,43,*,*,10,*,54,*,38,55,*,25,37,31
77837,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77837,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77837,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78605,01/01/2021,*,*,*,*,*,17,*,16,5,*,8,7,6
78605,02/01/2021,*,*,*,*,*,17,*,15,5,*,6,8,6
78605,03/01/2021,*,*,*,*,*,10,*,10,*,*,5,7,*
78861,01/01/2021,81,*,*,*,*,85,*,47,42,*,26,36,27
78861,02/01/2021,82,*,*,*,*,85,*,47,42,*,24,37,28
78861,03/01/2021,89,*,*,*,*,92,*,50,46,*,26,41,29
79373,01/01/2021,6,*,*,*,*,10,*,7,5,*,*,*,7
79373,02/01/2021,6,*,*,*,*,10,*,7,6,*,*,*,8
79373,03/01/2021,6,*,*,*,*,12,*,9,6,*,*,*,9
75022,01/01/2021,*,*,*,*,*,*,*,*,5,*,*,*,*
75022,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75022,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75790,01/01/2021,8,*,*,*,*,19,*,11,9,*,7,11,*
75790,02/01/2021,8,*,*,*,*,20,*,13,8,*,8,10,*
75790,03/01/2021,8,*,*,*,*,20,*,13,8,*,8,10,*
76302,01/01/2021,47,*,*,20,*,46,6,44,46,*,42,33,15
76302,02/01/2021,47,*,*,25,*,46,6,46,47,*,44,35,14
76302,03/01/2021,47,*,*,26,*,44,6,47,48,*,44,36,15
77070,01/01/2021,66,*,*,129,*,63,*,135,136,5,75,106,93
77070,02/01/2021,64,*,*,127,*,62,*,128,131,*,72,101,88
77070,03/01/2021,64,*,*,121,*,61,*,122,125,*,66,102,81
78606,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78606,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78606,03/01/2021,*,*,*,*,*,5,*,*,*,*,*,*,5
79118,01/01/2021,55,*,*,14,*,82,*,56,65,*,47,54,26
79118,02/01/2021,59,*,*,17,*,84,*,57,71,*,50,58,25
79118,03/01/2021,64,*,*,18,*,86,*,61,78,*,54,59,27
75023,01/01/2021,21,*,*,64,*,27,10,56,64,*,26,59,38
75023,02/01/2021,19,*,*,61,*,27,10,57,56,*,22,60,34
75023,03/01/2021,21,*,*,62,*,24,9,57,52,*,17,58,37
75791,01/01/2021,8,*,*,9,*,44,5,30,28,*,15,27,16
75791,02/01/2021,8,*,*,12,*,40,5,31,26,*,16,26,15
75791,03/01/2021,11,*,*,14,*,42,5,30,31,*,20,26,15
76559,01/01/2021,*,*,*,16,*,7,*,9,17,*,10,12,8
76559,02/01/2021,*,*,*,17,*,7,*,10,17,*,10,13,8
76559,03/01/2021,*,*,*,17,*,8,*,11,17,*,11,13,8
77071,01/01/2021,23,*,*,100,*,22,*,75,78,*,37,48,70
77071,02/01/2021,26,*,*,98,*,25,*,76,77,5,33,49,71
77071,03/01/2021,22,*,*,103,*,21,*,78,77,6,33,51,71
77327,01/01/2021,26,*,*,9,*,27,*,26,30,*,15,16,26
77327,02/01/2021,28,*,*,9,*,32,*,30,33,*,18,18,28
77327,03/01/2021,29,*,*,9,*,31,*,30,34,*,19,17,28
77583,01/01/2021,33,*,*,93,*,30,*,84,73,5,44,56,58
77583,02/01/2021,33,*,*,91,*,29,*,84,71,5,43,56,57
77583,03/01/2021,27,*,*,89,*,27,*,83,70,*,45,56,52
78351,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79119,01/01/2021,23,*,*,9,*,38,*,22,31,*,23,23,7
79119,02/01/2021,28,*,*,9,*,43,*,26,33,*,22,30,7
79119,03/01/2021,29,*,*,9,*,43,*,28,34,*,24,31,7
75024,01/01/2021,9,*,*,17,*,*,*,15,13,*,6,11,11
75024,02/01/2021,9,*,*,17,*,*,*,15,13,*,6,10,12
75024,03/01/2021,9,*,*,18,*,*,*,17,13,*,8,10,13
75792,01/01/2021,*,*,*,*,*,*,*,*,6,*,*,*,*
75792,02/01/2021,*,*,*,*,*,*,*,*,6,*,*,*,*
75792,03/01/2021,*,*,*,*,*,*,*,*,6,*,*,*,*
76048,01/01/2021,12,*,*,*,*,32,8,32,22,*,15,28,15
76048,02/01/2021,12,*,*,*,*,35,8,31,21,*,10,28,16
76048,03/01/2021,18,*,*,*,*,38,8,33,24,*,13,29,17
77072,01/01/2021,47,*,8,120,*,57,*,105,110,*,54,70,92
77072,02/01/2021,40,*,8,125,*,51,*,107,107,5,58,70,89
77072,03/01/2021,43,*,11,110,*,48,*,100,102,*,60,65,80
77328,01/01/2021,*,*,*,*,*,11,*,12,14,*,7,12,7
77328,02/01/2021,*,*,*,*,*,12,*,12,14,*,6,13,7
77328,03/01/2021,*,*,*,*,*,12,*,12,13,*,5,11,9
77584,01/01/2021,33,*,*,97,*,46,*,82,97,5,39,74,67
77584,02/01/2021,31,*,*,94,*,41,*,83,93,*,45,74,59
77584,03/01/2021,27,*,*,99,*,36,*,81,96,*,50,68,61
77840,01/01/2021,21,*,*,44,*,27,*,74,73,*,55,75,36
77840,02/01/2021,25,*,*,41,*,28,*,72,75,*,62,68,35
77840,03/01/2021,29,*,*,41,*,30,*,75,80,*,62,76,36
75025,01/01/2021,*,*,*,34,*,15,*,25,28,*,16,22,16
75025,02/01/2021,*,*,*,34,*,15,*,25,28,*,14,23,16
75025,03/01/2021,*,*,*,33,*,17,*,25,29,*,14,23,17
76049,01/01/2021,11,*,*,*,*,44,*,26,28,*,11,29,15
76049,02/01/2021,11,*,*,*,*,42,*,24,25,*,11,25,14
76049,03/01/2021,11,*,*,*,*,43,*,25,25,*,10,24,16
76305,01/01/2021,5,*,*,15,*,10,*,10,15,*,5,7,13
76305,02/01/2021,5,*,*,17,*,11,*,12,16,*,8,7,13
76305,03/01/2021,5,*,*,15,*,11,*,11,15,*,7,7,12
76561,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76561,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76561,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77073,01/01/2021,57,*,*,283,*,41,*,188,196,13,75,144,166
77073,02/01/2021,59,*,*,256,*,46,*,180,180,13,71,134,156
77073,03/01/2021,58,*,*,240,*,46,*,169,173,11,61,133,149
77585,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77585,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77585,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78609,01/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78609,02/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78609,03/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79121,01/01/2021,5,*,*,*,*,6,*,5,*,*,*,*,*
79121,02/01/2021,5,*,*,*,*,5,*,*,*,*,*,*,*
79121,03/01/2021,5,*,*,*,*,6,*,*,5,*,*,*,*
