ZIPCode,ReportingDate,ReasonCC_Emp,ReasonCC_Ed,ReasonCC_EmpEd,ReasonCC_PS,ReasonCC_FedEmEmp,ReasonCC_FedEmEd,ReasonCC_FedEmEmpEd,ReasonCC_FedEmPS,AvgFamilySize,AvgMonthlyIncome,SingleParent,FamilyHomeless,FamilyMilitary,PrimLang_1,PrimLang_2,PrimLang_3,PrimLang_4,PrimLang_5,PrimLang_6,PrimLang_7,PrimLang_8,PrimLang_9,PrimLang_10,PrimLang_11,PrimLang_12
78336,05/01/2023,38,*,*,*,*,*,*,*,3,2200,37,*,*,41,*,*,*,*,*,*,*,*,*,*,*
78336,06/01/2023,39,*,*,*,*,*,*,*,3,2182,38,*,*,42,*,*,*,*,*,*,*,*,*,*,*
78592,04/01/2023,*,*,*,*,*,*,*,*,4,2814,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78592,05/01/2023,*,*,*,*,*,*,*,*,4,2814,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78592,06/01/2023,*,*,*,*,*,*,*,*,4,2814,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79104,04/01/2023,29,*,*,*,*,*,*,*,3,1886,32,*,*,31,*,*,*,*,*,*,*,*,*,*,*
79104,05/01/2023,28,*,*,*,*,*,*,*,3,2007,31,*,*,32,*,*,*,*,*,*,*,*,*,*,*
79104,06/01/2023,27,*,*,*,*,*,*,*,3,2152,27,*,*,28,*,*,*,*,*,*,*,*,*,*,*
79360,04/01/2023,19,*,*,*,*,*,*,*,4,2371,19,*,*,20,*,*,*,*,*,*,*,*,*,*,*
79360,05/01/2023,18,*,*,*,*,*,*,*,4,2389,18,*,*,19,*,*,*,*,*,*,*,*,*,*,*
79360,06/01/2023,17,*,*,*,*,*,*,*,4,2414,17,*,*,18,*,*,*,*,*,*,*,*,*,*,*
75009,04/01/2023,10,*,*,*,*,*,*,*,4,3577,11,*,*,12,*,*,*,*,*,*,*,*,*,*,*
75009,05/01/2023,11,*,*,*,*,*,*,*,4,3225,11,*,*,13,*,*,*,*,*,*,*,*,*,*,*
75009,06/01/2023,10,*,*,*,*,*,*,*,4,3198,10,*,*,12,*,*,*,*,*,*,*,*,*,*,*
75265,04/01/2023,*,*,*,*,*,*,*,*,3,2624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75265,05/01/2023,*,*,*,*,*,*,*,*,3,2624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75265,06/01/2023,*,*,*,*,*,*,*,*,3,2624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76033,04/01/2023,31,*,*,5,*,*,*,*,3,2169,40,*,*,40,*,*,*,*,*,*,*,*,*,*,*
76033,05/01/2023,30,*,*,5,*,*,*,*,3,2181,40,*,*,39,*,*,*,*,*,*,*,*,*,*,*
76033,06/01/2023,31,*,*,*,*,*,*,*,3,2348,38,*,*,37,*,*,*,*,*,*,*,*,*,*,*
76801,04/01/2023,93,*,*,11,*,*,*,*,3,2114,103,9,*,113,*,*,*,*,*,*,*,*,*,*,*
76801,05/01/2023,97,*,*,11,*,*,*,*,3,2072,106,10,*,117,*,*,*,*,*,*,*,*,*,*,*
76801,06/01/2023,100,*,*,8,*,*,*,*,3,2127,108,10,*,118,*,*,*,*,*,*,*,*,*,*,*
77057,04/01/2023,41,6,*,*,*,*,*,*,3,1950,51,*,*,54,*,*,*,*,*,*,*,*,*,*,*
77057,05/01/2023,42,6,*,*,*,*,*,*,3,1936,51,*,*,54,*,*,*,*,*,*,*,*,*,*,*
77057,06/01/2023,42,5,*,*,*,*,*,*,3,1966,52,*,*,55,*,*,*,*,*,*,*,*,*,*,*
77569,04/01/2023,*,*,*,*,*,*,*,*,2,1622,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77569,05/01/2023,*,*,*,*,*,*,*,*,2,1622,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77569,06/01/2023,*,*,*,*,*,*,*,*,2,1622,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78593,04/01/2023,9,*,*,*,*,*,*,*,4,2672,9,*,*,9,*,*,*,*,*,*,*,*,*,*,*
78593,05/01/2023,9,*,*,*,*,*,*,*,3,2665,9,*,*,9,*,*,*,*,*,*,*,*,*,*,*
78593,06/01/2023,9,*,*,*,*,*,*,*,3,2665,9,*,*,9,*,*,*,*,*,*,*,*,*,*,*
79105,04/01/2023,*,*,*,*,*,*,*,*,3,3904,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79105,05/01/2023,*,*,*,*,*,*,*,*,3,3904,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79105,06/01/2023,*,*,*,*,*,*,*,*,3,3904,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75010,04/01/2023,45,*,*,*,*,*,*,*,3,2951,54,*,*,51,*,*,*,*,*,*,*,*,*,*,*
75010,05/01/2023,45,*,*,*,*,*,*,*,3,2963,53,*,*,51,*,*,*,*,*,*,*,*,*,*,*
75010,06/01/2023,50,*,*,*,*,*,*,*,3,2981,56,*,*,54,*,*,*,*,*,*,*,*,*,*,*
75778,04/01/2023,*,*,*,*,*,*,*,*,3,3242,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
75778,05/01/2023,6,*,*,*,*,*,*,*,3,2760,6,*,*,7,*,*,*,*,*,*,*,*,*,*,*
75778,06/01/2023,7,*,*,*,*,*,*,*,3,2501,7,*,*,7,*,*,*,*,*,*,*,*,*,*,*
76034,04/01/2023,*,*,*,*,*,*,*,*,3,2524,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,05/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,06/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76546,04/01/2023,*,*,*,*,*,*,*,*,4,5021,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76546,05/01/2023,*,*,*,*,*,*,*,*,5,5021,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76546,06/01/2023,*,*,*,*,*,*,*,*,4,2584,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76802,04/01/2023,21,*,*,*,*,*,*,*,3,2264,18,*,*,23,*,*,*,*,*,*,*,*,*,*,*
76802,05/01/2023,21,*,*,*,*,*,*,*,3,2014,21,*,*,25,*,*,*,*,*,*,*,*,*,*,*
76802,06/01/2023,22,*,*,*,*,*,*,*,3,1941,21,*,*,25,*,*,*,*,*,*,*,*,*,*,*
77058,04/01/2023,43,*,*,*,*,*,*,*,3,2334,52,*,*,51,*,*,*,*,*,*,*,*,*,*,*
77058,05/01/2023,46,*,*,*,*,*,*,*,3,2322,55,*,*,54,*,*,*,*,*,*,*,*,*,*,*
77058,06/01/2023,44,*,*,*,*,*,*,*,3,2464,52,*,*,51,*,*,*,*,*,*,*,*,*,*,*
78594,04/01/2023,*,*,*,*,*,*,*,*,3,2916,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78594,05/01/2023,*,*,*,*,*,*,*,*,3,3237,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78594,06/01/2023,*,*,*,*,*,*,*,*,4,3338,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,04/01/2023,*,*,*,*,*,*,*,*,4,2906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,05/01/2023,*,*,*,*,*,*,*,*,4,2906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,06/01/2023,*,*,*,*,*,*,*,*,4,2906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79106,04/01/2023,135,*,5,*,*,*,*,*,3,2317,138,10,*,136,6,*,*,*,*,*,*,*,*,*,14
79106,05/01/2023,141,*,7,*,*,*,*,*,3,2328,143,9,*,144,6,*,*,*,*,*,*,*,*,*,11
79106,06/01/2023,132,*,7,*,*,*,*,*,3,2407,136,9,*,137,5,*,*,*,*,*,*,*,*,*,10
75011,05/01/2023,*,*,*,*,*,*,*,*,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75011,06/01/2023,*,*,*,*,*,*,*,*,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76035,04/01/2023,*,*,*,*,*,*,*,*,5,3648,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76035,05/01/2023,*,*,*,*,*,*,*,*,6,5572,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76035,06/01/2023,*,*,*,*,*,*,*,*,6,5572,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77059,04/01/2023,12,*,*,*,*,*,*,*,4,2388,10,*,*,11,*,*,*,*,*,*,*,*,*,*,*
77059,05/01/2023,12,*,*,*,*,*,*,*,4,2415,10,*,*,11,*,*,*,*,*,*,*,*,*,*,*
77059,06/01/2023,13,*,*,*,*,*,*,*,4,2229,11,*,*,12,*,*,*,*,*,*,*,*,*,*,*
77571,04/01/2023,80,*,*,*,*,*,*,*,4,2607,88,*,*,87,*,*,*,*,*,*,*,*,*,*,*
77571,05/01/2023,84,*,*,*,*,*,*,*,4,2575,93,*,*,92,*,*,*,*,*,*,*,*,*,*,*
77571,06/01/2023,83,*,*,*,*,*,*,*,4,2629,91,*,*,90,*,*,*,*,*,*,*,*,*,*,*
78339,04/01/2023,*,*,*,*,*,*,*,*,3,2423,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78339,05/01/2023,*,*,*,*,*,*,*,*,3,2118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78339,06/01/2023,*,*,*,*,*,*,*,*,3,2118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78595,04/01/2023,27,*,*,*,*,*,*,*,3,2328,26,*,*,25,*,*,*,*,*,*,*,*,*,*,*
78595,05/01/2023,26,*,*,*,*,*,*,*,3,2316,25,*,*,24,*,*,*,*,*,*,*,*,*,*,*
78595,06/01/2023,25,*,*,*,*,*,*,*,3,2361,24,*,*,23,*,*,*,*,*,*,*,*,*,*,*
79107,04/01/2023,199,7,7,*,*,*,*,*,4,2218,211,5,*,184,26,*,*,*,*,*,*,*,*,*,10
79107,05/01/2023,198,6,6,*,*,*,*,*,4,2208,211,5,*,183,26,*,*,*,*,*,*,*,*,*,9
79107,06/01/2023,179,5,5,*,*,*,*,*,4,2217,191,5,*,167,22,*,*,*,*,*,*,*,*,*,9
79363,04/01/2023,9,*,*,*,*,*,*,*,3,2106,9,*,*,11,*,*,*,*,*,*,*,*,*,*,*
79363,05/01/2023,9,*,*,*,*,*,*,*,3,2306,9,*,*,11,*,*,*,*,*,*,*,*,*,*,*
79363,06/01/2023,10,*,*,*,*,*,*,*,3,2700,10,*,*,11,*,*,*,*,*,*,*,*,*,*,*
76036,04/01/2023,127,*,5,*,*,*,*,*,3,2915,134,*,*,138,*,*,*,*,*,*,*,*,*,*,*
76036,05/01/2023,128,*,*,*,*,*,*,*,3,2925,134,*,*,138,*,*,*,*,*,*,*,*,*,*,*
76036,06/01/2023,117,*,*,*,*,*,*,*,3,2996,123,*,*,126,*,*,*,*,*,*,*,*,*,*,*
76548,04/01/2023,120,13,5,*,*,*,*,*,3,2547,127,7,*,138,*,*,*,*,*,*,*,*,*,*,6
76548,05/01/2023,113,12,5,*,*,*,*,*,3,2470,124,7,*,132,*,*,*,*,*,*,*,*,*,*,5
76548,06/01/2023,110,13,6,*,*,*,*,*,3,2461,122,9,*,132,*,*,*,*,*,*,*,*,*,*,*
77060,04/01/2023,98,8,5,7,*,*,*,*,3,1963,119,9,*,117,5,*,*,*,*,*,*,*,*,*,*
77060,05/01/2023,103,6,*,7,*,*,*,*,3,2041,121,9,*,119,5,*,*,*,*,*,*,*,*,*,*
77060,06/01/2023,109,6,*,6,*,*,*,*,3,2095,126,10,*,124,5,*,*,*,*,*,*,*,*,*,*
77316,04/01/2023,30,*,*,*,*,*,*,*,4,2941,29,*,*,32,*,*,*,*,*,*,*,*,*,*,*
77316,05/01/2023,31,*,*,*,*,*,*,*,4,2925,31,*,*,34,*,*,*,*,*,*,*,*,*,*,*
77316,06/01/2023,30,*,*,*,*,*,*,*,4,2907,31,*,*,34,*,*,*,*,*,*,*,*,*,*,*
78340,06/01/2023,*,*,*,*,*,*,*,*,3,4400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78596,04/01/2023,231,9,6,*,*,*,*,*,4,2541,230,*,*,243,5,*,*,*,*,*,*,*,*,*,*
78596,05/01/2023,229,9,7,*,*,*,*,*,4,2527,229,*,*,242,5,*,*,*,*,*,*,*,*,*,*
78596,06/01/2023,230,8,6,*,*,*,*,*,4,2528,229,*,*,240,6,*,*,*,*,*,*,*,*,*,*
78852,04/01/2023,228,9,*,*,*,*,*,*,4,2502,222,*,*,182,58,*,*,*,*,*,*,*,*,*,*
78852,05/01/2023,225,8,*,*,*,*,*,*,4,2534,217,*,*,177,58,*,*,*,*,*,*,*,*,*,*
78852,06/01/2023,221,8,*,*,*,*,*,*,4,2546,214,*,*,174,58,*,*,*,*,*,*,*,*,*,*
79108,04/01/2023,51,*,*,*,*,*,*,*,3,2736,47,*,*,55,*,*,*,*,*,*,*,*,*,*,*
79108,05/01/2023,53,*,*,*,*,*,*,*,3,2631,51,*,*,57,*,*,*,*,*,*,*,*,*,*,*
79108,06/01/2023,44,*,*,5,*,*,*,*,3,2612,46,*,*,48,*,*,*,*,*,*,*,*,*,*,5
79364,04/01/2023,28,*,*,*,*,*,*,*,4,2594,25,*,*,32,*,*,*,*,*,*,*,*,*,*,*
79364,05/01/2023,29,*,*,*,*,*,*,*,4,2501,25,*,*,31,*,*,*,*,*,*,*,*,*,*,*
79364,06/01/2023,28,*,*,*,*,*,*,*,4,2422,25,*,*,30,*,*,*,*,*,*,*,*,*,*,*
75013,04/01/2023,28,*,*,*,*,*,*,*,3,2954,30,*,*,28,*,*,*,*,*,*,*,*,*,*,*
75013,05/01/2023,28,*,*,*,*,*,*,*,3,2899,31,*,*,29,*,*,*,*,*,*,*,*,*,*,*
75013,06/01/2023,29,*,*,*,*,*,*,*,3,2846,31,*,*,29,*,*,*,*,*,*,*,*,*,*,*
76293,04/01/2023,*,*,*,*,*,*,*,*,2,1878,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76293,05/01/2023,*,*,*,*,*,*,*,*,2,1878,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76293,06/01/2023,*,*,*,*,*,*,*,*,2,1878,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76549,04/01/2023,354,35,9,7,*,*,*,*,3,2351,387,14,*,394,14,*,*,*,*,*,*,*,*,*,12
76549,05/01/2023,355,35,12,10,*,*,*,*,3,2280,397,19,*,409,14,*,*,*,*,*,*,*,*,*,12
76549,06/01/2023,346,35,13,9,*,*,*,*,4,2243,387,20,*,406,15,*,*,*,*,*,*,*,*,*,9
76805,04/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76805,05/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76805,06/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77061,04/01/2023,44,*,*,*,*,*,*,*,3,2431,48,5,*,48,*,*,*,*,*,*,*,*,*,*,*
77061,05/01/2023,44,*,*,*,*,*,*,*,3,2536,48,5,*,48,*,*,*,*,*,*,*,*,*,*,*
77061,06/01/2023,41,*,*,*,*,*,*,*,3,2400,46,5,*,46,*,*,*,*,*,*,*,*,*,*,*
77573,04/01/2023,112,8,6,16,*,*,*,*,3,2519,139,*,*,143,*,*,*,*,*,*,*,*,*,*,*
77573,05/01/2023,118,8,*,14,*,*,*,*,3,2588,142,*,*,146,*,*,*,*,*,*,*,*,*,*,*
77573,06/01/2023,122,8,*,14,*,*,*,*,3,2556,144,*,*,150,*,*,*,*,*,*,*,*,*,*,*
78341,04/01/2023,*,*,*,*,*,*,*,*,3,920,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78341,05/01/2023,*,*,*,*,*,*,*,*,3,915,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78341,06/01/2023,*,*,*,*,*,*,*,*,3,915,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,04/01/2023,*,*,*,*,*,*,*,*,2,2822,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,05/01/2023,*,*,*,*,*,*,*,*,2,2822,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,06/01/2023,*,*,*,*,*,*,*,*,2,2822,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78853,04/01/2023,65,*,*,*,*,*,*,*,3,2086,64,*,*,53,16,*,*,*,*,*,*,*,*,*,*
78853,05/01/2023,64,*,*,*,*,*,*,*,4,2089,63,*,*,52,16,*,*,*,*,*,*,*,*,*,*
78853,06/01/2023,63,*,*,*,*,*,*,*,3,2133,62,*,*,51,16,*,*,*,*,*,*,*,*,*,*
79109,04/01/2023,184,6,9,*,*,*,*,*,3,2604,181,*,*,189,6,*,*,*,*,*,*,*,*,*,7
79109,05/01/2023,179,6,10,*,*,*,*,*,3,2579,179,*,*,187,6,*,*,*,*,*,*,*,*,*,6
79109,06/01/2023,166,6,8,*,*,*,*,*,3,2595,166,*,*,174,6,*,*,*,*,*,*,*,*,*,*
75014,04/01/2023,*,*,*,*,*,*,*,*,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,05/01/2023,*,*,*,*,*,*,*,*,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,06/01/2023,*,*,*,*,*,*,*,*,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,04/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,05/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,06/01/2023,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76550,04/01/2023,6,*,*,*,*,*,*,*,3,1882,7,*,*,7,*,*,*,*,*,*,*,*,*,*,*
76550,05/01/2023,7,*,*,*,*,*,*,*,3,2225,8,*,*,8,*,*,*,*,*,*,*,*,*,*,*
76550,06/01/2023,6,*,*,*,*,*,*,*,3,1923,7,*,*,7,*,*,*,*,*,*,*,*,*,*,*
77062,04/01/2023,36,*,*,*,*,*,*,*,3,2330,39,*,*,41,*,*,*,*,*,*,*,*,*,*,*
77062,05/01/2023,37,*,*,*,*,*,*,*,3,2469,39,*,*,42,*,*,*,*,*,*,*,*,*,*,*
77062,06/01/2023,35,*,*,*,*,*,*,*,3,2512,37,*,*,40,*,*,*,*,*,*,*,*,*,*,*
77318,04/01/2023,32,*,*,7,*,*,*,*,3,1945,41,*,*,44,*,*,*,*,*,*,*,*,*,*,*
77318,05/01/2023,34,*,*,8,*,*,*,*,3,2042,43,*,*,46,*,*,*,*,*,*,*,*,*,*,*
77318,06/01/2023,34,*,*,10,*,*,*,*,3,2042,44,*,*,47,*,*,*,*,*,*,*,*,*,*,*
77830,04/01/2023,6,*,*,*,*,*,*,*,3,2617,6,*,*,6,*,*,*,*,*,*,*,*,*,*,*
77830,05/01/2023,5,*,*,*,*,*,*,*,2,2728,5,*,*,5,*,*,*,*,*,*,*,*,*,*,*
77830,06/01/2023,5,*,*,*,*,*,*,*,2,2728,5,*,*,5,*,*,*,*,*,*,*,*,*,*,*
78342,04/01/2023,*,*,*,*,*,*,*,*,4,3185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78342,05/01/2023,*,*,*,*,*,*,*,*,4,3185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78342,06/01/2023,*,*,*,*,*,*,*,*,4,3185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79110,04/01/2023,125,6,6,*,*,*,*,*,4,2514,126,*,*,132,*,*,*,*,*,*,*,*,*,*,9
79110,05/01/2023,130,8,6,5,*,*,*,*,3,2539,134,*,*,139,*,*,*,*,*,*,*,*,*,*,10
79110,06/01/2023,125,7,6,5,*,*,*,*,3,2586,129,*,*,133,*,*,*,*,*,*,*,*,*,*,10
79366,04/01/2023,*,*,*,*,*,*,*,*,3,2326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79366,05/01/2023,*,*,*,*,*,*,*,*,3,2326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
79366,06/01/2023,*,*,*,*,*,*,*,*,3,2326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75783,04/01/2023,20,*,*,*,*,*,*,*,3,2701,21,*,*,24,*,*,*,*,*,*,*,*,*,*,*
75783,05/01/2023,18,*,*,*,*,*,*,*,3,2753,19,*,*,22,*,*,*,*,*,*,*,*,*,*,*
75783,06/01/2023,19,*,*,*,*,*,*,*,3,2616,21,*,*,24,*,*,*,*,*,*,*,*,*,*,*
76039,04/01/2023,100,*,*,*,*,*,*,*,3,2687,105,*,*,109,*,*,*,*,*,*,*,*,*,*,*
76039,05/01/2023,106,*,*,*,*,*,*,*,3,2786,111,*,*,115,*,*,*,*,*,*,*,*,*,*,*
76039,06/01/2023,101,*,*,*,*,*,*,*,3,2847,107,*,*,110,*,*,*,*,*,*,*,*,*,*,*
76551,04/01/2023,*,*,*,*,*,*,*,*,4,2535,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76551,05/01/2023,*,*,*,*,*,*,*,*,4,2535,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76551,06/01/2023,*,*,*,*,*,*,*,*,4,2535,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77063,04/01/2023,80,6,6,*,*,*,*,*,3,2285,91,5,*,86,8,*,*,*,*,*,*,*,*,*,*
77063,05/01/2023,81,6,6,*,*,*,*,*,3,2326,93,5,*,86,9,*,*,*,*,*,*,*,*,*,*
77063,06/01/2023,82,6,5,*,*,*,*,*,3,2407,93,*,*,85,10,*,*,*,*,*,*,*,*,*,*
77575,04/01/2023,7,*,*,*,*,*,*,*,3,2115,10,*,*,10,*,*,*,*,*,*,*,*,*,*,*
77575,05/01/2023,9,*,*,*,*,*,*,*,3,2147,11,*,*,11,*,*,*,*,*,*,*,*,*,*,*
77575,06/01/2023,9,*,*,*,*,*,*,*,3,2147,11,*,*,11,*,*,*,*,*,*,*,*,*,*,*
77831,04/01/2023,*,*,*,*,*,*,*,*,4,2183,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77831,05/01/2023,*,*,*,*,*,*,*,*,4,2370,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
77831,06/01/2023,*,*,*,*,*,*,*,*,5,1562,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
78343,04/01/2023,13,*,*,*,*,*,*,*,4,2220,13,*,*,14,*,*,*,*,*,*,*,*,*,*,*
78343,05/01/2023,13,*,*,*,*,*,*,*,4,2220,13,*,*,14,*,*,*,*,*,*,*,*,*,*,*
78343,06/01/2023,15,*,*,*,*,*,*,*,4,2175,16,*,*,17,*,*,*,*,*,*,*,*,*,*,*
78599,04/01/2023,193,15,*,*,*,*,*,*,4,2346,195,*,*,200,12,*,*,*,*,*,*,*,*,*,*
78599,05/01/2023,190,13,*,*,*,*,*,*,4,2415,190,*,*,195,12,*,*,*,*,*,*,*,*,*,*
78599,06/01/2023,181,10,5,*,*,*,*,*,4,2449,180,*,*,184,12,*,*,*,*,*,*,*,*,*,*
79111,04/01/2023,14,*,*,*,*,*,*,*,3,2796,13,*,*,13,*,*,*,*,*,*,*,*,*,*,*
79111,05/01/2023,15,*,*,*,*,*,*,*,3,2966,13,*,*,13,*,*,*,*,*,*,*,*,*,*,*
79111,06/01/2023,13,*,*,*,*,*,*,*,3,2909,12,*,*,12,*,*,*,*,*,*,*,*,*,*,*
79367,04/01/2023,*,*,*,*,*,*,*,*,3,2778,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,04/01/2023,*,*,*,*,*,*,*,*,3,1771,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,05/01/2023,*,*,*,*,*,*,*,*,3,1771,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,06/01/2023,*,*,*,*,*,*,*,*,3,1771,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
76040,04/01/2023,116,*,5,7,*,*,*,*,3,2697,121,8,*,129,*,*,*,*,*,*,*,*,*,*,*
76040,05/01/2023,122,*,7,8,*,*,*,*,3,2594,129,8,*,138,*,*,*,*,*,*,*,*,*,*,*
76040,06/01/2023,121,*,6,7,*,*,*,*,3,2717,125,8,*,134,*,*,*,*,*,*,*,*,*,*,*
77064,04/01/2023,105,13,*,*,*,*,*,*,4,2496,119,*,*,115,5,*,*,*,*,*,*,*,*,*,*
77064,05/01/2023,106,12,*,*,*,*,*,*,4,2486,120,5,*,117,5,*,*,*,*,*,*,*,*,*,*
77064,06/01/2023,105,10,*,*,*,*,*,*,4,2561,116,5,*,113,5,*,*,*,*,*,*,*,*,*,*
77320,04/01/2023,63,5,*,8,*,*,*,*,3,2133,78,*,*,80,*,*,*,*,*,*,*,*,*,*,*
77320,05/01/2023,67,5,*,10,*,*,*,*,3,2083,84,*,*,86,*,*,*,*,*,*,*,*,*,*,*
77320,06/01/2023,67,5,*,9,*,*,*,*,3,2105,84,*,*,86,*,*,*,*,*,*,*,*,*,*,*
78344,04/01/2023,*,*,*,*,*,*,*,*,4,6168,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
