ZIPCode,Reporting_Date,ChildEthnicityHispLatino,ChildRaceAmIndAlaNat,ChildRaceAsian,ChildRaceBlackAfriAmer,ChildRaceHawaiiPacific,ChildRaceWhite,ChildRaceMult,ChildMale,ChildFemale,ChildDisability,ChildAgeInfantToddler,ChildAgePrek,ChildAgeSchAge
78593,11/01/2023,15,*,*,*,*,15,*,9,6,*,*,5,6
78593,12/01/2023,13,*,*,*,*,13,*,7,6,*,*,*,5
79105,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79105,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79105,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79617,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75010,10/01/2023,18,*,*,60,*,20,10,39,58,*,32,33,32
75010,11/01/2023,17,*,*,65,*,17,10,44,60,*,36,34,34
75010,12/01/2023,16,*,*,65,*,16,10,43,63,*,35,33,38
75778,10/01/2023,*,*,*,*,*,9,*,*,7,*,5,*,*
75778,11/01/2023,*,*,*,*,*,11,*,*,9,*,6,*,*
75778,12/01/2023,*,*,*,*,*,11,*,*,9,*,6,*,*
76034,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76802,10/01/2023,8,*,*,*,*,31,*,18,17,*,6,14,15
76802,11/01/2023,10,*,*,*,*,33,*,19,22,*,7,18,16
76802,12/01/2023,10,*,*,*,*,36,*,21,23,*,9,18,17
77058,10/01/2023,18,*,*,35,*,28,6,39,40,6,27,35,22
77058,11/01/2023,19,*,*,36,*,29,6,39,41,8,27,37,21
77058,12/01/2023,16,*,*,40,*,26,6,38,45,10,29,37,20
78594,10/01/2023,6,*,*,*,*,6,*,*,*,*,*,*,*
78594,11/01/2023,6,*,*,*,*,6,*,*,*,*,*,*,*
78594,12/01/2023,6,*,*,*,*,6,*,*,*,*,*,*,*
78850,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79106,10/01/2023,117,*,*,63,*,113,*,112,111,9,61,86,76
79106,11/01/2023,118,*,*,58,*,118,*,112,115,8,67,89,71
79106,12/01/2023,111,*,*,58,*,115,*,106,115,8,63,88,70
76035,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76035,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76035,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77059,10/01/2023,9,*,*,5,*,10,*,8,12,*,5,8,7
77059,11/01/2023,11,*,*,5,*,12,*,9,13,*,5,10,7
77059,12/01/2023,12,*,*,5,*,11,*,8,13,*,6,10,5
77571,10/01/2023,86,*,*,28,*,115,*,94,80,12,41,69,65
77571,11/01/2023,83,*,*,33,*,110,*,93,85,13,41,72,66
77571,12/01/2023,83,*,*,34,*,114,*,93,88,13,39,74,69
78339,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78339,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78339,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78595,10/01/2023,67,*,*,*,*,67,*,36,31,*,17,17,33
78595,11/01/2023,71,*,*,*,*,71,*,39,32,*,20,20,31
78595,12/01/2023,76,*,*,*,*,76,*,42,34,*,20,20,36
79107,10/01/2023,210,*,*,94,*,110,8,172,142,5,113,109,92
79107,11/01/2023,212,*,*,100,*,112,8,175,151,*,120,117,89
79107,12/01/2023,207,*,*,99,*,112,7,172,146,5,118,118,83
79363,10/01/2023,6,*,*,*,*,14,*,14,*,*,9,9,*
79363,11/01/2023,7,*,*,*,*,14,*,13,5,*,9,9,*
79363,12/01/2023,8,*,*,*,*,16,*,15,5,*,7,13,*
76036,10/01/2023,15,*,*,94,*,28,*,107,89,*,64,74,61
76036,11/01/2023,19,*,*,94,*,30,*,108,89,*,62,70,66
76036,12/01/2023,22,*,*,92,*,32,*,112,85,*,55,70,73
76548,10/01/2023,65,5,*,110,*,63,22,117,108,*,69,90,66
76548,11/01/2023,67,5,*,107,*,66,24,117,107,*,71,87,66
76548,12/01/2023,68,5,*,107,*,69,24,118,110,*,71,88,69
77060,10/01/2023,66,*,*,145,*,66,*,125,123,10,79,88,92
77060,11/01/2023,71,*,*,145,*,71,*,132,127,10,83,92,94
77060,12/01/2023,77,*,*,153,*,73,*,137,134,10,84,100,95
77316,10/01/2023,16,*,*,15,*,44,*,29,39,*,18,25,26
77316,11/01/2023,16,*,*,14,*,47,*,31,41,*,23,24,26
77316,12/01/2023,17,*,*,12,*,50,*,33,41,*,23,25,27
78340,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78340,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78340,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78596,10/01/2023,446,*,*,5,*,447,*,243,212,12,124,157,174
78596,11/01/2023,449,*,*,5,*,449,*,250,207,12,112,164,181
78596,12/01/2023,443,*,*,5,*,442,*,248,202,12,116,159,175
78852,10/01/2023,419,*,*,*,*,424,*,213,211,*,75,114,235
78852,11/01/2023,427,*,*,*,*,432,*,219,213,*,77,114,241
78852,12/01/2023,425,*,*,*,*,430,*,218,212,*,73,114,243
79108,10/01/2023,39,*,*,10,*,68,*,45,42,*,36,34,17
79108,11/01/2023,39,*,*,11,*,69,*,44,45,*,39,33,17
79108,12/01/2023,38,*,*,14,*,64,*,44,44,*,36,35,17
79364,10/01/2023,25,*,*,*,*,37,*,26,17,*,16,16,11
79364,11/01/2023,25,*,*,5,*,37,*,27,17,*,16,17,11
79364,12/01/2023,25,*,*,5,*,37,*,27,17,*,14,18,12
75013,10/01/2023,10,*,*,27,*,13,*,20,32,*,17,18,17
75013,11/01/2023,11,*,*,27,*,12,*,20,32,*,18,18,16
75013,12/01/2023,13,*,*,28,*,13,*,19,35,*,19,19,16
76549,10/01/2023,185,15,*,493,9,114,78,402,417,20,286,275,263
76549,11/01/2023,181,15,*,489,9,114,78,391,420,21,275,279,263
76549,12/01/2023,185,16,*,509,6,113,77,397,429,18,263,286,284
77061,10/01/2023,27,*,*,53,*,19,*,48,42,*,27,34,31
77061,11/01/2023,32,*,*,53,*,24,*,51,45,*,28,37,33
77061,12/01/2023,29,*,*,51,*,20,*,49,41,*,26,37,29
77573,10/01/2023,67,*,*,68,*,111,11,123,118,13,75,97,79
77573,11/01/2023,67,*,*,69,*,112,12,131,118,12,75,99,83
77573,12/01/2023,68,*,*,75,*,116,11,139,122,13,73,108,84
78597,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78853,10/01/2023,142,*,*,*,*,146,*,77,70,*,28,36,83
78853,11/01/2023,140,*,*,*,*,144,*,75,70,*,26,37,82
78853,12/01/2023,152,*,*,*,*,156,*,83,74,*,29,39,89
79109,10/01/2023,105,*,6,43,*,153,*,129,122,*,95,100,56
79109,11/01/2023,105,*,6,43,*,155,*,131,122,*,95,98,60
79109,12/01/2023,98,*,6,38,*,153,*,127,118,*,95,94,56
79621,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79621,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79621,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76550,10/01/2023,6,*,*,*,*,5,*,9,*,*,8,*,*
76550,11/01/2023,6,*,*,*,*,6,*,9,*,*,8,*,*
76550,12/01/2023,7,*,*,*,*,7,*,10,*,*,5,7,*
77062,10/01/2023,22,*,*,18,*,37,*,35,26,*,15,22,24
77062,11/01/2023,29,*,*,21,*,46,*,41,32,5,18,27,30
77062,12/01/2023,29,*,*,23,*,46,*,42,32,5,19,27,31
77318,10/01/2023,15,*,*,19,*,41,*,37,39,*,28,30,20
77318,11/01/2023,14,*,*,19,*,41,*,37,38,*,26,29,21
77318,12/01/2023,16,*,*,19,*,42,*,40,39,*,28,29,23
77830,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77830,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77830,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78342,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78342,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78342,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79110,10/01/2023,103,*,*,31,*,119,*,121,96,*,72,82,63
79110,11/01/2023,102,*,*,31,*,115,*,116,95,*,68,83,60
79110,12/01/2023,109,*,*,30,*,113,*,115,96,*,63,89,59
75783,10/01/2023,*,*,*,*,*,33,*,21,16,*,12,14,11
75783,11/01/2023,*,*,*,*,*,35,*,21,18,*,12,15,12
75783,12/01/2023,*,*,*,*,*,37,*,23,18,*,11,18,12
76039,10/01/2023,18,*,*,47,*,29,*,78,83,*,48,57,60
76039,11/01/2023,19,*,*,50,*,29,*,78,84,*,45,58,63
76039,12/01/2023,19,*,*,50,*,29,*,77,85,*,45,57,63
77063,10/01/2023,44,*,*,84,*,48,5,84,81,7,51,57,60
77063,11/01/2023,48,*,*,78,*,50,5,79,82,6,48,55,60
77063,12/01/2023,49,*,*,80,*,51,5,80,84,6,47,60,59
77575,10/01/2023,*,*,*,18,*,5,*,14,12,*,9,9,9
77575,11/01/2023,*,*,*,17,*,*,*,15,10,*,8,9,9
77575,12/01/2023,*,*,*,20,*,*,*,18,10,*,9,11,9
77831,10/01/2023,*,*,*,*,*,*,*,6,*,*,5,*,*
77831,11/01/2023,*,*,*,*,*,*,*,6,*,*,5,*,*
77831,12/01/2023,*,*,*,*,*,*,*,6,*,*,5,*,*
78343,10/01/2023,19,*,*,*,*,18,*,16,11,*,12,11,*
78343,11/01/2023,19,*,*,*,*,18,*,16,11,*,11,12,*
78343,12/01/2023,20,*,*,*,*,19,*,17,11,*,10,14,*
78599,10/01/2023,442,*,*,*,*,438,*,240,209,14,96,169,184
78599,11/01/2023,450,*,*,*,*,446,*,248,209,18,105,170,182
78599,12/01/2023,435,*,*,*,*,430,*,239,202,18,101,159,181
79111,10/01/2023,*,*,*,*,*,14,*,8,8,*,7,6,*
79111,11/01/2023,*,*,*,*,*,14,*,9,8,*,7,6,*
79111,12/01/2023,*,*,*,*,*,14,*,9,8,*,7,6,*
75784,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76040,10/01/2023,20,*,*,77,*,21,9,105,99,5,74,75,59
76040,11/01/2023,18,*,*,74,*,21,9,97,101,6,68,73,60
76040,12/01/2023,18,*,*,70,*,21,9,91,101,6,62,73,60
77064,10/01/2023,79,*,5,112,*,68,*,111,117,10,72,80,83
77064,11/01/2023,79,*,5,110,*,69,6,114,118,11,74,79,88
77064,12/01/2023,85,*,5,116,*,77,6,120,127,13,80,83,93
77320,10/01/2023,24,*,*,48,*,64,5,77,81,5,57,57,50
77320,11/01/2023,22,*,*,49,*,61,5,77,78,5,55,57,48
77320,12/01/2023,22,*,*,54,*,60,6,82,76,6,55,61,45
78344,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78344,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78600,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78600,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78600,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75785,10/01/2023,14,*,*,32,*,31,*,26,40,*,19,22,25
75785,11/01/2023,14,*,*,30,*,33,*,27,39,*,17,24,25
75785,12/01/2023,14,*,*,39,*,37,*,33,46,*,19,28,32
77065,10/01/2023,77,*,*,209,*,71,7,173,156,15,93,122,123
77065,11/01/2023,65,*,*,208,*,64,8,167,150,14,88,115,124
77065,12/01/2023,72,*,*,217,*,67,11,172,157,16,88,123,129
77577,10/01/2023,*,*,*,*,*,5,*,*,5,*,*,*,*
77577,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77577,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77833,10/01/2023,17,*,*,28,*,25,*,88,77,*,58,65,43
77833,11/01/2023,18,*,*,26,*,24,*,85,80,*,56,68,42
77833,12/01/2023,19,*,*,28,*,25,*,87,83,*,54,73,44
78601,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78601,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78601,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76554,10/01/2023,*,*,*,*,*,9,*,5,*,*,*,*,*
76554,11/01/2023,*,*,*,*,*,9,*,5,*,*,*,*,*
76554,12/01/2023,*,*,*,*,*,9,*,5,*,*,*,*,*
77066,10/01/2023,48,*,*,123,*,47,*,96,100,17,36,80,83
77066,11/01/2023,49,*,*,123,*,44,*,95,99,16,40,70,88
77066,12/01/2023,52,*,*,121,*,47,*,98,98,15,40,72,88
77578,10/01/2023,15,*,*,56,*,23,6,43,56,*,33,36,31
77578,11/01/2023,19,*,*,59,*,26,6,47,59,*,38,38,31
77578,12/01/2023,19,*,*,59,*,26,6,51,59,*,36,41,34
78090,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78090,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78090,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78602,10/01/2023,49,*,*,30,*,59,7,65,59,*,43,59,22
78602,11/01/2023,51,*,*,30,*,60,7,66,58,*,41,59,24
78602,12/01/2023,52,*,*,30,*,61,7,71,61,*,40,64,28
79370,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79370,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79370,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75019,10/01/2023,23,*,*,27,*,22,*,22,34,*,14,29,13
75019,11/01/2023,23,*,*,27,*,19,*,20,33,*,14,26,13
75019,12/01/2023,22,*,*,27,*,18,*,19,32,*,12,25,14
76043,10/01/2023,5,*,*,*,*,17,*,13,10,*,5,7,11
76043,11/01/2023,5,*,*,*,*,18,*,14,10,*,5,8,11
76043,12/01/2023,*,*,*,*,*,17,*,13,10,*,6,6,11
77067,10/01/2023,82,*,*,216,*,58,*,165,157,27,91,116,124
77067,11/01/2023,86,*,*,212,*,63,5,173,154,27,90,118,126
77067,12/01/2023,88,*,*,221,*,66,5,174,163,26,91,122,131
77579,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77579,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77579,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77835,10/01/2023,*,*,*,*,*,*,*,6,*,*,*,*,*
77835,11/01/2023,*,*,*,*,*,*,*,5,*,*,*,*,*
77835,12/01/2023,*,*,*,*,*,*,*,5,*,*,*,*,*
75020,10/01/2023,31,*,*,35,*,104,37,106,92,6,81,84,33
75020,11/01/2023,33,*,*,34,*,103,37,107,92,6,80,87,32
75020,12/01/2023,35,*,*,32,*,106,42,110,94,6,79,88,37
76044,10/01/2023,*,*,*,*,*,6,*,7,*,*,*,*,*
76044,11/01/2023,*,*,*,*,*,6,*,7,*,*,*,*,*
76044,12/01/2023,*,*,*,*,*,8,*,7,*,*,*,*,*
76556,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77068,10/01/2023,14,*,*,37,*,11,*,36,25,7,21,17,24
77068,11/01/2023,12,*,*,35,*,9,*,35,20,7,20,17,19
77068,12/01/2023,12,*,*,36,*,10,*,35,22,7,22,17,19
77836,10/01/2023,8,*,*,9,*,7,*,16,26,*,11,16,17
77836,11/01/2023,8,*,*,9,*,7,*,16,26,*,11,15,18
77836,12/01/2023,8,*,*,9,*,7,*,16,24,*,11,14,17
78860,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78860,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78860,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75021,10/01/2023,8,*,*,6,*,32,13,31,26,*,22,29,6
75021,11/01/2023,7,*,*,6,*,35,16,32,31,*,23,30,10
75021,12/01/2023,8,*,*,5,*,35,15,33,28,*,23,31,7
75789,10/01/2023,*,*,*,18,*,30,*,24,24,*,17,22,9
75789,11/01/2023,*,*,*,21,*,29,*,26,24,*,17,23,10
75789,12/01/2023,*,*,*,21,*,29,*,26,24,*,17,23,10
76301,10/01/2023,63,*,*,49,*,62,18,83,80,*,63,54,46
76301,11/01/2023,61,*,*,51,*,60,19,84,75,*,60,53,46
76301,12/01/2023,61,*,*,51,*,62,18,83,75,*,58,51,49
76557,10/01/2023,*,*,*,*,*,13,*,6,7,*,9,*,*
76557,11/01/2023,*,*,*,*,*,13,*,6,7,*,9,*,*
76557,12/01/2023,*,*,*,*,*,13,*,6,7,*,9,*,*
77069,10/01/2023,16,*,*,73,*,18,*,60,64,5,44,52,33
77069,11/01/2023,16,*,*,80,*,16,*,59,70,8,46,56,32
77069,12/01/2023,16,*,*,84,*,16,*,60,73,9,46,58,34
77581,10/01/2023,53,*,*,49,*,56,*,72,61,7,41,48,50
77581,11/01/2023,52,*,*,55,*,54,*,72,63,7,41,47,53
77581,12/01/2023,52,*,*,54,*,56,*,72,63,7,38,49,53
77837,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77837,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
77837,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78605,10/01/2023,14,*,*,*,*,18,*,15,12,*,7,8,12
78605,11/01/2023,15,*,*,*,*,18,*,15,13,*,7,9,12
78605,12/01/2023,18,*,*,*,*,20,*,20,14,*,9,11,14
78861,10/01/2023,98,*,*,*,*,100,*,45,59,*,35,38,31
78861,11/01/2023,93,*,*,*,*,96,*,43,57,*,31,39,30
78861,12/01/2023,92,*,*,*,*,95,*,43,56,*,28,42,29
79373,10/01/2023,*,*,*,8,*,*,*,*,6,*,*,*,6
79373,11/01/2023,*,*,*,8,*,*,*,*,6,*,*,*,6
79373,12/01/2023,*,*,*,8,*,*,*,*,6,*,*,*,6
75022,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75022,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75022,12/01/2023,*,*,*,*,*,*,5,*,*,*,*,*,*
75790,10/01/2023,7,*,*,*,*,25,*,13,17,*,10,14,6
75790,11/01/2023,6,*,*,*,*,26,*,13,17,*,10,15,5
75790,12/01/2023,6,*,*,*,*,26,*,13,17,*,10,13,7
76302,10/01/2023,68,*,*,45,*,70,12,81,73,*,56,60,39
76302,11/01/2023,61,*,*,43,*,62,9,72,66,*,55,51,33
76302,12/01/2023,56,*,*,53,*,61,8,74,69,*,57,52,35
77070,10/01/2023,78,*,*,247,*,89,5,204,193,24,117,144,143
77070,11/01/2023,72,*,*,249,*,86,9,209,192,25,116,150,142
77070,12/01/2023,77,*,*,242,*,91,10,218,197,30,117,155,150
78606,10/01/2023,*,*,*,*,*,7,*,*,5,*,*,6,*
78606,11/01/2023,*,*,*,*,*,7,*,*,5,*,*,6,*
78606,12/01/2023,*,*,*,*,*,7,*,*,5,*,*,7,*
79118,10/01/2023,92,*,*,23,*,106,*,83,84,*,79,64,24
79118,11/01/2023,91,*,*,27,*,102,*,85,85,*,80,65,25
79118,12/01/2023,87,*,*,26,*,95,*,79,82,*,75,61,25
79374,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79374,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79374,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
75023,10/01/2023,27,6,*,58,*,29,5,52,60,*,33,45,34
75023,11/01/2023,24,*,*,67,*,30,6,54,59,*,34,46,33
75023,12/01/2023,26,6,*,65,*,32,7,56,62,*,34,47,37
75791,10/01/2023,13,*,*,20,*,42,*,30,35,*,19,26,20
75791,11/01/2023,13,*,*,20,*,41,*,31,33,*,19,26,19
75791,12/01/2023,13,*,*,21,*,42,*,32,34,*,23,24,19
76559,10/01/2023,15,*,*,21,*,17,*,27,21,*,12,19,17
76559,11/01/2023,15,*,*,17,*,18,*,27,18,*,12,19,14
76559,12/01/2023,15,*,*,21,*,18,*,30,20,*,17,19,14
77071,10/01/2023,26,*,5,176,*,22,5,121,115,18,59,78,104
77071,11/01/2023,28,*,5,185,*,22,5,124,119,23,61,80,107
77071,12/01/2023,28,*,5,193,*,22,5,126,129,22,59,85,116
77327,10/01/2023,24,*,*,25,*,39,*,40,31,*,15,28,28
77327,11/01/2023,29,*,*,33,*,45,*,45,41,5,20,32,34
77327,12/01/2023,31,*,*,30,*,47,*,45,43,7,19,38,31
77583,10/01/2023,40,*,*,162,*,46,*,131,129,6,77,113,78
77583,11/01/2023,42,5,*,165,*,43,*,134,133,6,80,111,85
77583,12/01/2023,42,5,*,174,*,46,*,142,136,8,84,114,90
78351,10/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78351,11/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
78351,12/01/2023,*,*,*,*,*,*,*,*,*,*,*,*,*
79119,10/01/2023,23,*,*,9,*,35,*,27,27,*,22,26,6
79119,11/01/2023,24,*,*,10,*,36,*,29,30,*,27,26,6
79119,12/01/2023,21,*,*,7,*,34,*,25,28,*,26,22,5
75024,10/01/2023,*,*,*,17,*,*,5,16,11,*,6,13,8
75024,11/01/2023,*,*,*,18,*,*,5,16,13,*,7,14,8
75024,12/01/2023,*,*,*,23,*,*,*,19,14,*,7,16,10
75792,10/01/2023,*,*,*,6,*,9,*,9,5,*,9,5,*
75792,11/01/2023,*,*,*,6,*,9,*,9,5,*,9,5,*
75792,12/01/2023,*,*,*,7,*,8,*,9,6,*,9,5,*
76048,10/01/2023,11,*,*,*,*,43,*,34,25,*,20,21,18
76048,11/01/2023,15,*,*,*,*,49,*,36,26,*,19,24,19
76048,12/01/2023,15,*,*,*,*,52,*,37,28,*,19,25,21
77072,10/01/2023,84,*,8,129,*,75,*,127,115,13,67,86,95
77072,11/01/2023,86,*,9,136,*,81,*,133,123,15,68,92,101
77072,12/01/2023,93,*,9,145,*,85,*,139,133,16,70,102,104
77328,10/01/2023,12,*,*,10,*,28,*,17,27,*,12,15,17
77328,11/01/2023,12,*,*,*,*,27,*,12,23,*,12,12,11
77328,12/01/2023,14,*,*,*,*,32,*,13,27,*,11,16,13
77584,10/01/2023,58,*,*,158,*,60,5,131,132,16,76,102,91
77584,11/01/2023,59,*,*,163,*,62,5,138,131,18,81,100,94
77584,12/01/2023,62,*,*,168,*,69,6,144,140,18,85,108,97
77840,10/01/2023,26,*,*,61,*,26,*,132,121,*,119,93,49
77840,11/01/2023,25,*,*,62,*,24,*,129,118,*,113,94,48
77840,12/01/2023,24,*,*,60,*,20,*,126,118,*,110,94,47
75025,10/01/2023,7,*,*,42,*,18,5,37,31,*,25,25,18
75025,11/01/2023,7,*,*,42,*,19,5,38,31,*,24,27,18
75025,12/01/2023,9,*,*,39,*,20,5,37,30,*,20,30,17
76049,10/01/2023,7,*,*,*,*,38,*,31,20,*,15,21,15
76049,11/01/2023,7,*,*,*,*,36,*,26,20,*,13,19,14
