ZIPCode,Reporting_Date,ChildEthnicityHispLatino,ChildRaceAmIndAlaNat,ChildRaceAsian,ChildRaceBlackAfriAmer,ChildRaceHawaiiPacific,ChildRaceWhite,ChildRaceMult,ChildMale,ChildFemale,ChildDisability,ChildAgeInfantToddler,ChildAgePrek,ChildAgeSchAge
76033,05/01/2021,14,*,*,13,*,46,*,42,31,*,16,34,23
76033,06/01/2021,14,*,*,11,*,52,*,42,33,*,13,36,26
76801,04/01/2021,71,*,*,11,*,158,*,96,89,*,63,70,56
76801,05/01/2021,71,*,*,11,*,166,*,102,90,*,64,69,63
76801,06/01/2021,75,*,*,10,*,168,*,102,92,*,65,69,63
77057,04/01/2021,16,*,*,42,*,16,*,50,45,*,24,34,37
77057,05/01/2021,15,*,*,33,*,15,*,43,39,*,24,29,29
77057,06/01/2021,15,*,*,34,*,15,*,44,39,*,24,30,29
77569,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77569,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77569,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78593,04/01/2021,24,*,*,*,*,23,*,12,12,*,8,10,6
78593,05/01/2021,27,*,*,*,*,26,*,14,13,*,8,12,7
78593,06/01/2021,27,*,*,*,*,26,*,14,13,*,6,14,7
79105,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75010,04/01/2021,14,*,*,26,*,5,10,28,24,*,13,20,19
75010,05/01/2021,15,*,*,23,*,6,10,27,25,*,14,18,20
75010,06/01/2021,14,*,*,24,*,*,10,25,26,*,14,20,17
75778,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75778,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75778,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76034,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76802,04/01/2021,9,*,*,*,*,24,*,25,10,*,12,12,11
76802,05/01/2021,9,*,*,*,*,23,*,24,10,*,12,11,11
76802,06/01/2021,11,*,*,*,*,23,*,24,10,*,12,11,11
77058,04/01/2021,15,*,*,25,*,29,*,29,34,6,20,23,22
77058,05/01/2021,17,*,*,26,*,33,*,34,37,6,21,28,24
77058,06/01/2021,13,*,*,29,*,30,*,35,38,6,23,27,25
78594,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78594,05/01/2021,5,*,*,*,*,5,*,*,*,*,*,*,*
78594,06/01/2021,7,*,*,*,*,7,*,*,*,*,*,*,*
78850,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78850,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79106,04/01/2021,130,*,*,64,*,135,8,126,116,*,83,93,70
79106,05/01/2021,136,*,*,70,*,140,11,135,125,*,88,99,78
79106,06/01/2021,135,*,*,73,*,147,11,143,133,*,85,102,95
75011,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75011,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75011,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76035,04/01/2021,*,*,*,*,*,5,*,*,*,*,*,*,*
76035,05/01/2021,*,*,*,*,*,5,*,*,*,*,*,*,*
76035,06/01/2021,*,*,*,*,*,5,*,*,*,*,*,*,*
76547,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76547,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76547,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77059,04/01/2021,6,*,*,*,*,9,*,5,6,*,*,*,*
77059,05/01/2021,6,*,*,*,*,9,*,*,6,*,*,5,*
77059,06/01/2021,7,*,*,*,*,9,*,*,10,*,*,7,*
77571,04/01/2021,69,*,*,9,*,92,*,70,63,*,37,48,51
77571,05/01/2021,72,*,*,10,*,98,*,72,67,*,41,48,53
77571,06/01/2021,72,*,*,11,*,102,*,73,72,*,41,52,55
78595,04/01/2021,55,*,*,*,*,55,*,24,31,*,8,18,29
78595,05/01/2021,55,*,*,*,*,55,*,24,31,*,6,19,30
78595,06/01/2021,59,*,*,*,*,59,*,27,32,*,8,20,31
79107,04/01/2021,181,*,*,92,*,102,8,155,133,*,100,101,92
79107,05/01/2021,184,*,*,98,*,107,8,160,138,*,103,105,93
79107,06/01/2021,200,*,*,113,*,113,5,178,149,*,105,115,109
79363,04/01/2021,6,*,*,*,*,10,*,8,5,*,*,5,5
79363,05/01/2021,6,*,*,*,*,10,*,8,5,*,*,6,5
79363,06/01/2021,7,*,*,*,*,10,*,9,5,*,*,7,5
76036,04/01/2021,15,*,*,60,*,34,*,64,58,*,33,61,30
76036,05/01/2021,16,*,*,59,*,34,*,63,57,*,30,61,31
76036,06/01/2021,17,*,*,62,*,34,*,67,59,*,31,64,33
76548,04/01/2021,44,*,*,79,*,56,14,98,74,*,47,80,50
76548,05/01/2021,45,*,*,83,*,54,15,101,75,*,45,81,53
76548,06/01/2021,48,*,*,86,*,56,16,108,77,5,53,85,50
77060,04/01/2021,45,*,*,126,*,29,*,109,98,*,53,74,81
77060,05/01/2021,52,*,*,130,*,40,*,115,108,*,57,83,84
77060,06/01/2021,53,*,*,132,*,41,*,120,108,*,55,83,91
77316,04/01/2021,9,*,*,7,*,34,*,29,22,*,8,25,19
77316,05/01/2021,10,*,*,9,*,37,*,30,27,*,11,28,19
77316,06/01/2021,9,*,*,8,*,36,*,29,27,*,12,28,17
77572,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77572,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77572,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78340,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78340,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78340,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78596,04/01/2021,395,*,*,*,*,400,*,213,189,*,103,129,170
78596,05/01/2021,415,*,*,*,*,419,*,225,197,6,109,137,176
78596,06/01/2021,442,*,*,*,*,446,*,237,212,6,116,149,184
78852,04/01/2021,514,*,*,*,*,520,*,252,270,*,119,162,241
78852,05/01/2021,560,*,*,*,*,566,*,280,288,*,133,179,256
78852,06/01/2021,580,*,*,*,*,586,*,291,297,*,137,190,261
79108,04/01/2021,20,*,*,12,*,52,*,37,41,*,18,31,29
79108,05/01/2021,27,*,*,11,*,63,*,45,46,*,23,35,33
79108,06/01/2021,27,*,*,11,*,58,*,45,42,*,21,35,31
79364,04/01/2021,27,*,*,7,*,26,*,18,21,*,24,15,7
79364,05/01/2021,28,*,*,6,*,29,*,20,21,*,21,18,9
79364,06/01/2021,30,*,*,6,*,31,*,23,23,*,22,19,10
75013,04/01/2021,5,*,*,17,*,17,*,20,18,*,13,13,12
75013,05/01/2021,*,*,*,17,*,16,*,20,17,*,14,10,13
75013,06/01/2021,*,*,*,18,*,17,*,21,19,*,13,13,14
76549,04/01/2021,115,*,5,316,*,69,29,255,232,7,125,204,162
76549,05/01/2021,119,*,5,336,*,69,30,270,244,8,136,211,171
76549,06/01/2021,132,5,6,362,*,69,34,285,272,11,147,230,183
77061,04/01/2021,12,*,*,27,*,6,*,18,27,*,16,17,15
77061,05/01/2021,13,*,*,29,*,7,*,22,26,*,21,16,14
77061,06/01/2021,15,*,*,31,*,9,*,23,29,*,21,20,14
77573,04/01/2021,36,*,*,31,*,67,5,83,67,5,42,60,52
77573,05/01/2021,43,*,*,35,*,78,5,90,75,5,47,65,56
77573,06/01/2021,45,*,*,35,*,83,7,96,80,5,53,66,60
78341,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78341,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78597,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78853,04/01/2021,124,*,*,*,*,128,*,68,60,*,23,39,66
78853,05/01/2021,131,*,*,*,*,136,*,70,66,*,26,41,69
78853,06/01/2021,133,*,*,*,*,139,*,72,67,*,26,41,72
79109,04/01/2021,118,*,*,57,*,164,8,147,137,*,101,132,55
79109,05/01/2021,120,*,*,59,*,166,8,153,136,*,102,134,57
79109,06/01/2021,132,*,*,58,*,182,8,162,151,*,101,139,76
75014,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75014,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76038,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76550,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76550,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76550,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77062,04/01/2021,28,*,*,7,*,40,*,33,24,6,13,23,21
77062,05/01/2021,31,*,*,7,*,42,*,34,25,6,12,25,22
77062,06/01/2021,32,*,*,7,*,44,*,34,26,6,12,24,24
77318,04/01/2021,11,*,*,14,*,27,*,28,29,5,13,20,27
77318,05/01/2021,12,*,*,14,*,31,*,28,30,5,15,18,28
77318,06/01/2021,12,*,*,16,*,27,*,26,30,*,16,18,25
77830,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77830,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77830,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78598,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78598,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78598,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79110,04/01/2021,121,*,*,26,*,139,7,128,95,*,67,97,59
79110,05/01/2021,125,*,*,28,*,144,7,134,101,*,70,102,64
79110,06/01/2021,135,*,*,36,*,153,7,148,106,*,70,112,73
75015,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75015,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75015,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75783,04/01/2021,*,*,*,*,*,18,*,6,13,*,5,9,5
75783,05/01/2021,*,*,*,*,*,25,*,9,17,*,10,10,6
75783,06/01/2021,*,*,*,*,*,21,*,8,16,*,8,11,5
76039,04/01/2021,11,*,*,49,*,25,*,59,44,*,35,36,33
76039,05/01/2021,10,*,*,45,*,23,*,57,41,*,32,38,30
76039,06/01/2021,10,*,*,48,*,23,*,58,41,*,32,38,31
77063,04/01/2021,34,*,*,80,*,27,*,67,84,*,55,48,48
77063,05/01/2021,33,*,*,80,*,27,*,63,91,*,59,47,48
77063,06/01/2021,34,*,*,83,*,28,*,65,96,*,61,51,49
77319,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77319,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77319,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77575,04/01/2021,*,*,*,14,*,*,*,15,13,*,8,15,6
77575,05/01/2021,*,*,*,14,*,*,*,14,13,*,6,15,6
77575,06/01/2021,*,*,*,12,*,*,*,14,12,*,6,13,7
77831,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77831,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77831,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78343,04/01/2021,*,*,*,*,*,7,*,5,5,*,7,5,*
78343,05/01/2021,*,*,*,*,*,7,*,5,5,*,7,5,*
78343,06/01/2021,*,*,*,*,*,7,*,5,5,*,7,5,*
78599,04/01/2021,270,*,*,*,*,274,*,136,139,5,69,89,117
78599,05/01/2021,283,*,*,*,*,286,*,139,148,*,73,94,120
78599,06/01/2021,301,*,*,*,*,304,*,154,151,*,77,101,127
79111,04/01/2021,13,*,*,*,*,23,*,13,14,*,7,10,10
79111,05/01/2021,16,*,*,*,*,28,*,19,16,*,11,13,11
79111,06/01/2021,17,*,*,*,*,29,*,20,16,*,11,13,12
79367,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79367,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79367,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75784,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76040,04/01/2021,15,*,*,31,*,47,*,50,57,*,23,44,41
76040,05/01/2021,14,*,*,27,*,43,5,47,55,*,21,44,38
76040,06/01/2021,15,*,*,29,*,43,5,47,59,*,23,44,40
77064,04/01/2021,41,*,*,92,*,45,*,76,95,*,35,72,64
77064,05/01/2021,39,*,*,90,*,43,*,80,91,*,38,70,63
77064,06/01/2021,51,*,*,98,*,49,*,90,103,*,42,79,72
77320,04/01/2021,6,*,*,33,*,25,*,38,33,*,18,30,24
77320,05/01/2021,11,*,*,36,*,25,*,41,34,*,22,29,25
77320,06/01/2021,11,*,*,40,*,24,*,47,37,*,26,33,25
75785,04/01/2021,10,*,*,13,*,34,15,32,32,*,20,26,18
75785,05/01/2021,10,*,*,13,*,35,15,32,33,*,19,28,18
75785,06/01/2021,11,*,*,13,*,35,15,33,32,*,20,26,19
76041,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76041,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77065,04/01/2021,60,*,*,149,*,70,*,138,134,9,78,93,103
77065,05/01/2021,70,*,*,157,*,74,*,149,144,9,82,105,108
77065,06/01/2021,73,*,*,170,*,83,*,162,159,9,83,113,127
77577,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77577,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77833,04/01/2021,13,*,*,31,*,15,*,68,63,*,43,56,47
77833,05/01/2021,12,*,*,29,*,16,*,73,61,*,48,53,48
77833,06/01/2021,12,*,*,30,*,17,*,77,66,*,47,54,57
76554,04/01/2021,*,*,*,*,*,9,*,*,7,*,*,6,*
76554,05/01/2021,*,*,*,*,*,13,*,7,8,*,5,7,*
76554,06/01/2021,*,*,*,*,*,12,*,7,8,*,5,7,*
77066,04/01/2021,38,*,*,98,*,25,*,81,77,*,43,48,67
77066,05/01/2021,38,*,*,97,*,25,*,81,75,*,43,49,64
77066,06/01/2021,39,*,*,95,*,28,*,82,77,5,41,53,65
77578,04/01/2021,13,*,*,26,*,14,*,26,28,*,18,23,13
77578,05/01/2021,13,*,*,32,*,14,*,32,35,*,23,27,17
77578,06/01/2021,13,*,*,36,*,14,*,33,35,*,19,27,22
78602,04/01/2021,42,*,*,25,*,69,10,57,66,*,31,49,43
78602,05/01/2021,42,*,*,21,*,67,10,54,63,*,31,48,38
78602,06/01/2021,41,*,*,19,*,67,9,54,60,*,25,50,39
75019,04/01/2021,8,*,*,11,*,23,*,20,15,*,12,16,8
75019,05/01/2021,9,*,*,11,*,23,*,20,15,*,12,16,8
75019,06/01/2021,10,*,*,12,*,23,*,22,15,*,12,17,9
76043,04/01/2021,5,*,*,*,*,7,*,8,5,*,6,*,5
76043,05/01/2021,5,*,*,*,*,7,*,8,5,*,5,*,5
76043,06/01/2021,5,*,*,*,*,7,*,7,*,*,*,*,5
77067,04/01/2021,31,*,*,130,*,24,*,109,110,*,50,79,90
77067,05/01/2021,35,*,*,130,*,28,*,113,115,*,52,87,89
77067,06/01/2021,45,*,*,137,*,38,*,120,126,*,60,91,96
77835,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77835,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77835,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78603,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78603,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78603,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75020,04/01/2021,19,*,*,44,*,59,32,78,84,*,62,69,32
75020,05/01/2021,19,*,*,42,*,61,34,76,86,*,60,68,34
75020,06/01/2021,18,*,*,42,*,64,34,80,85,*,59,71,35
76044,04/01/2021,*,*,*,*,*,7,*,*,*,*,*,*,*
76044,05/01/2021,*,*,*,*,*,7,*,5,*,*,*,*,*
76044,06/01/2021,*,*,*,*,*,7,*,7,5,*,7,*,*
76300,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76556,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77068,04/01/2021,9,*,*,53,*,11,*,37,42,*,21,32,27
77068,05/01/2021,9,*,*,51,*,11,*,35,41,*,17,33,27
77068,06/01/2021,10,*,*,54,*,12,*,37,40,*,14,33,31
77836,04/01/2021,*,*,*,13,*,8,*,19,13,*,7,11,14
77836,05/01/2021,*,*,*,13,*,8,*,21,15,*,7,13,16
77836,06/01/2021,*,*,*,14,*,8,*,21,16,*,7,13,17
78860,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78860,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78860,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79372,04/01/2021,*,*,*,*,*,7,*,*,*,*,*,*,*
79372,05/01/2021,*,*,*,*,*,6,*,*,*,*,*,*,*
79372,06/01/2021,*,*,*,*,*,6,*,*,*,*,*,*,*
75021,04/01/2021,10,*,*,5,*,19,13,34,18,*,22,22,8
75021,05/01/2021,10,*,*,7,*,19,13,30,20,*,22,20,8
75021,06/01/2021,9,*,*,7,*,16,14,27,21,*,20,20,8
75789,04/01/2021,*,*,*,10,*,12,*,10,12,*,11,8,*
75789,05/01/2021,*,*,*,10,*,12,*,9,13,*,11,8,*
75789,06/01/2021,*,*,*,10,*,18,*,10,18,*,15,8,5
76301,04/01/2021,66,*,*,37,*,49,21,61,79,*,56,43,41
76301,05/01/2021,73,*,*,45,*,55,20,67,84,5,56,49,46
76301,06/01/2021,89,*,*,50,*,63,21,80,99,5,61,58,60
76557,04/01/2021,*,*,*,*,*,6,*,*,*,*,*,5,*
76557,05/01/2021,*,*,*,*,*,7,*,*,5,*,*,6,*
76557,06/01/2021,*,*,*,*,*,7,*,5,5,*,*,5,*
77069,04/01/2021,14,*,*,65,*,10,*,56,50,6,34,42,30
77069,05/01/2021,13,*,*,60,*,11,*,58,44,*,35,41,26
77069,06/01/2021,14,*,*,61,*,12,*,61,48,*,38,41,30
77581,04/01/2021,42,*,*,10,*,55,*,44,53,*,29,37,31
77581,05/01/2021,43,*,*,11,*,54,5,42,52,*,28,36,30
77581,06/01/2021,45,*,*,14,*,54,*,46,52,*,28,39,31
77837,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77837,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
77837,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78349,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78605,04/01/2021,*,*,*,*,*,11,*,11,*,*,5,8,*
78605,05/01/2021,*,*,*,*,*,11,*,11,*,*,5,8,*
78605,06/01/2021,*,*,*,*,*,11,*,10,*,*,*,8,*
78861,04/01/2021,87,*,*,*,*,91,*,50,45,*,26,39,30
78861,05/01/2021,94,*,*,*,*,101,*,55,50,*,30,44,31
78861,06/01/2021,97,*,*,*,*,104,*,57,51,*,27,46,35
79373,04/01/2021,*,*,*,5,*,10,*,9,6,*,*,*,9
79373,05/01/2021,*,*,*,5,*,10,*,9,6,*,*,*,9
79373,06/01/2021,*,*,*,5,*,6,*,7,*,*,*,*,5
75022,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75022,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75022,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
75790,04/01/2021,8,*,*,*,*,20,*,13,8,*,8,10,*
75790,05/01/2021,8,*,*,*,*,21,*,14,8,*,8,11,*
75790,06/01/2021,6,*,*,*,*,23,*,17,7,*,7,11,6
76302,04/01/2021,51,*,*,27,*,49,9,58,51,*,55,35,19
76302,05/01/2021,52,*,*,28,*,52,11,63,54,*,60,35,22
76302,06/01/2021,65,*,*,33,*,59,11,70,65,*,59,47,29
77070,04/01/2021,59,*,*,126,*,59,*,121,129,*,70,100,81
77070,05/01/2021,55,*,*,132,*,58,*,129,128,*,75,104,80
77070,06/01/2021,71,*,*,143,*,71,*,145,142,6,82,112,95
78606,04/01/2021,*,*,*,*,*,5,*,*,*,*,*,*,5
78606,05/01/2021,*,*,*,*,*,6,*,*,5,*,*,*,*
78606,06/01/2021,*,*,*,*,*,7,*,5,5,*,*,*,*
79118,04/01/2021,69,*,*,18,*,89,*,64,83,*,59,59,30
79118,05/01/2021,77,*,*,20,*,103,*,72,93,*,67,68,31
79118,06/01/2021,86,*,*,24,*,114,5,89,101,*,72,72,47
75023,04/01/2021,20,*,*,61,*,22,9,56,51,*,15,61,34
75023,05/01/2021,22,*,*,61,*,21,9,56,53,*,13,63,36
75023,06/01/2021,22,*,*,62,*,21,11,58,54,*,13,62,40
75791,04/01/2021,11,*,*,12,*,44,5,29,32,*,23,25,13
75791,05/01/2021,11,*,*,12,*,45,6,27,36,*,19,29,15
75791,06/01/2021,10,*,*,12,*,48,6,31,35,*,22,27,17
76559,04/01/2021,*,*,*,17,*,8,*,11,17,*,10,13,9
76559,05/01/2021,8,*,*,17,*,12,*,13,19,*,12,12,12
76559,06/01/2021,11,*,*,15,*,15,*,11,22,*,13,10,14
77071,04/01/2021,22,*,*,106,*,21,*,78,83,5,33,55,73
77071,05/01/2021,19,*,*,109,*,18,*,79,84,5,37,56,70
77071,06/01/2021,30,*,*,115,*,26,*,89,94,5,45,58,80
77327,04/01/2021,30,*,*,9,*,32,*,30,35,*,19,18,28
77327,05/01/2021,23,*,*,12,*,26,*,30,32,6,19,18,25
77327,06/01/2021,27,*,*,8,*,33,*,26,39,5,19,19,27
77583,04/01/2021,30,*,*,88,*,29,*,85,73,*,52,55,51
77583,05/01/2021,30,*,*,93,*,29,*,88,80,*,53,57,58
77583,06/01/2021,34,*,*,100,*,34,*,91,93,*,61,61,62
78351,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78351,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
78351,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
79119,04/01/2021,29,*,*,9,*,43,*,28,34,*,22,33,7
79119,05/01/2021,32,*,*,10,*,48,*,31,40,*,24,38,9
79119,06/01/2021,35,*,*,5,*,51,*,33,37,*,21,36,13
75024,04/01/2021,10,*,*,15,*,5,*,17,13,*,9,10,12
75024,05/01/2021,11,*,*,15,*,8,*,19,13,*,10,11,12
75024,06/01/2021,11,*,*,18,*,8,*,20,15,*,11,12,13
75792,04/01/2021,*,*,*,5,*,*,*,*,6,*,*,*,*
75792,05/01/2021,*,*,*,5,*,*,*,*,6,*,*,*,*
75792,06/01/2021,*,*,*,5,*,*,*,*,6,*,*,*,*
76048,04/01/2021,16,*,*,*,*,34,8,30,24,*,14,25,17
76048,05/01/2021,16,*,*,*,*,33,7,31,24,*,15,24,18
76048,06/01/2021,16,*,*,*,*,32,7,31,24,*,15,24,18
77072,04/01/2021,43,*,8,108,*,49,*,97,103,*,58,72,73
77072,05/01/2021,50,*,8,109,*,54,*,100,110,*,62,73,78
77072,06/01/2021,61,*,8,115,*,63,*,108,119,6,61,84,85
77328,04/01/2021,*,*,*,*,*,14,*,13,14,*,7,13,7
77328,05/01/2021,7,*,*,*,*,17,*,15,19,*,9,13,12
77328,06/01/2021,7,*,*,*,*,18,*,15,20,*,8,13,14
77584,04/01/2021,27,*,*,105,*,36,*,84,108,*,56,77,62
77584,05/01/2021,35,*,*,103,*,36,*,87,112,6,57,81,64
77584,06/01/2021,36,*,*,115,*,39,*,99,121,6,60,92,71
77840,04/01/2021,28,*,*,41,*,28,*,74,82,*,59,78,37
77840,05/01/2021,29,*,*,43,*,27,*,78,89,*,61,84,41
77840,06/01/2021,29,*,*,46,*,29,*,87,91,*,63,88,45
75025,04/01/2021,*,*,*,33,*,17,*,25,29,*,14,22,18
75025,05/01/2021,*,*,*,29,*,17,*,23,27,*,13,21,16
75025,06/01/2021,*,*,*,30,*,16,*,21,29,*,12,23,15
76049,04/01/2021,11,*,*,*,*,47,*,26,28,*,13,25,16
76049,05/01/2021,11,*,*,*,*,46,*,24,28,*,12,24,16
76049,06/01/2021,9,*,*,*,*,44,*,22,27,*,12,21,16
76305,04/01/2021,5,*,*,15,*,11,*,11,15,*,7,7,12
76305,05/01/2021,10,*,*,13,*,17,*,13,17,*,9,8,13
76305,06/01/2021,10,*,*,14,*,18,*,15,17,*,10,9,13
76561,04/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76561,05/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
76561,06/01/2021,*,*,*,*,*,*,*,*,*,*,*,*,*
